"FishID","2015-02-04","2015-02-05","2015-02-06","2015-02-07","2015-02-08","2015-02-09","2015-02-10","2015-02-11","2015-02-12","2015-02-13","2015-02-14","2015-02-15","2015-02-16","2015-02-17","2015-02-18","2015-02-19","2015-02-20","2015-02-21","2015-02-22","2015-02-23","2015-02-24","2015-02-25","2015-02-26","2015-02-27","2015-02-28","2015-03-01","2015-03-02","2015-03-03","2015-03-04","2015-03-05","2015-03-06","2015-03-07","2015-03-08","2015-03-09","2015-03-10","2015-03-11","2015-03-12","2015-03-13","2015-03-14","2015-03-15","2015-03-16","2015-03-17","2015-03-18","2015-03-19","2015-03-20","2015-03-21","2015-03-22","2015-03-23","2015-03-24","2015-03-25","2015-03-26","2015-03-27","2015-03-28","2015-03-29","2015-03-30","2015-03-31","2015-04-01","2015-04-02","2015-04-03","2015-04-04","2015-04-05","2015-04-06","2015-04-07","2015-04-08","2015-04-09","2015-04-10","2015-04-11","2015-04-12","2015-04-13","2015-04-14","2015-04-15","2015-04-16","2015-04-17","2015-04-18","2015-04-19","2015-04-20","2015-04-21","2015-04-22","2015-04-23","2015-04-24","2015-04-25","2015-04-26","2015-04-27","2015-04-28","2015-04-29","2015-04-30","2015-05-01","2015-05-02","2015-05-03"
"WR2015-344",NA,NA,7239.42,8538.14,27809.235,27809.235,27809.235,27809.235,30447.53,32691.95,92467.99,65467.83,36856.045,36856.045,12451.34,25977.46,5201.87,5201.87,5201.87,5700.64,5700.64,11401.28,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-345",NA,NA,15777.56,114049.31,114049.31,67771.82,36441.8,74211.86,15403.08,15403.08,15403.08,6727.6,6727.6,6727.6,19310.385,19310.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-349",NA,NA,7239.42,68247.81,81974.8,103254.7,87373.07,86163.43,21773.12,11401.28,6995.826,6995.826,6995.826,6995.826,6995.826,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-354",NA,NA,7239.42,152204.29,152204.29,36441.8,107936.56,15460.1366666667,15460.1366666667,15460.1366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-356",NA,NA,NA,30490.13,63485.95,63485.95,125159.93,65467.83,86163.43,20781.52,15605.61,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-357",NA,NA,7239.42,37555.6525,37555.6525,37555.6525,37555.6525,32691.95,35281.375,35281.375,68000.43,19372.64,86163.43,17428.5,15745.9,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-362",NA,NA,NA,15777.56,141684.47,154185.97,70799.79,69233.94,15745.9,17489.565,17489.565,11332.904,11332.904,11332.904,11332.904,11332.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-367",NA,NA,15777.56,59709.67,207134.73,65467.83,97039.24,4344.62,15460.1366666667,15460.1366666667,15460.1366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-375",NA,NA,NA,7239.42,253477.31,87373.07,34358,39853.87,22194.96,4204.33,11401.28,11659.71,11659.71,11659.71,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-378",NA,NA,15777.56,22247.388,22247.388,22247.388,22247.388,22247.388,7611.8825,7611.8825,7611.8825,7611.8825,32691.95,35281.375,35281.375,68000.43,53730.63,32634.73,19170.71,25977.46,12613,11401.28,8744.7825,8744.7825,8744.7825,8744.7825,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-380",NA,NA,7239.42,113616.79,113616.79,113616.79,86163.43,24985.85,3800.42666666667,3800.42666666667,3800.42666666667,10091.4,10091.4,19310.385,19310.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-382",NA,NA,7239.42,8538.14,39603.715,39603.715,32029.51,63139.48,70562.75,87373.07,76571.91,31364.65,11401.28,34979.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-383",NA,NA,7239.42,126738.655,126738.655,68000.43,10746.126,10746.126,10746.126,10746.126,10746.126,51805.44,20781.52,21021.67,3823.835,3823.835,3823.835,3823.835,3823.835,3823.835,9655.1925,9655.1925,9655.1925,9655.1925,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-386",NA,NA,7239.42,50695.462,50695.462,50695.462,50695.462,50695.462,50931.27,17069.16,6457.54666666667,6457.54666666667,6457.54666666667,11452.6666666667,11452.6666666667,11452.6666666667,16349.7333333333,16349.7333333333,16349.7333333333,10152.89,8534.81,4204.33,8408.67,5700.64,5700.64,11659.71,11659.71,11659.71,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-390",NA,NA,15777.56,37078.98,37078.98,37078.98,63139.48,53722.21,38745.78,23047.6,23047.6,19372.64,34358,42213.91,27020.03,21161.96,5700.64,5700.64,8744.7825,8744.7825,8744.7825,8744.7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-394",NA,NA,NA,15777.56,47228.1566666667,47228.1566666667,47228.1566666667,32691.95,30822.6633333333,30822.6633333333,30822.6633333333,65467.83,76571.91,31364.65,8408.67,5700.64,5700.64,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-405",NA,NA,NA,75487.23,34697.61,2404.23714285714,2404.23714285714,2404.23714285714,2404.23714285714,2404.23714285714,2404.23714285714,2404.23714285714,15223.765,15223.765,86414.15,38745.78,65467.83,34358,42213.91,9591.53,25977.46,4204.33,11401.28,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-427",NA,NA,7239.42,63369.3275,63369.3275,63369.3275,63369.3275,87373.07,42999.52,42999.52,18812.6,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,12873.59,12873.59,12873.59,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,1156.4187755102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-429",NA,NA,7239.42,102945.42,16829.66,7611.8825,7611.8825,7611.8825,7611.8825,32691.95,13209.7128571429,13209.7128571429,13209.7128571429,13209.7128571429,13209.7128571429,13209.7128571429,13209.7128571429,65467.83,34358,39354.09,29879.85,15745.9,11659.71,11659.71,11659.71,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-434",NA,NA,15777.56,47203.64,47203.64,4207.415,4207.415,4207.415,4207.415,63139.48,70562.75,68000.43,53730.63,51805.44,17428.5,11761.68,8408.67,7802.805,7802.805,17489.565,17489.565,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-435",NA,NA,7239.42,75111.305,75111.305,103254.7,68000.43,19372.64,103591.94,11761.68,6786.8375,6786.8375,6786.8375,6786.8375,9655.1925,9655.1925,9655.1925,9655.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-440",NA,NA,15777.56,59709.67,81974.8,154185.97,70799.79,51641.04,18812.6,2853.982,2853.982,2853.982,2853.982,2853.982,2853.982,2853.982,2853.982,2853.982,2853.982,19310.385,19310.385,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-443",NA,NA,7239.42,68247.81,17175.7566666667,17175.7566666667,17175.7566666667,15223.765,15223.765,86414.15,38745.78,65467.83,66992.73,19170.71,30181.79,5700.64,5700.64,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-447",NA,NA,7239.42,8538.14,47228.1566666667,47228.1566666667,47228.1566666667,86414.15,67771.82,70799.79,66253.16,12613,15605.61,17489.565,17489.565,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-456",NA,NA,15777.56,79207.43,62477.04,86414.15,84840.98,99954.7,15824.76,15605.61,20182.8,12873.59,12873.59,12873.59,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-460",NA,NA,15777.56,59709.67,81974.8,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,1923.05588235294,26861.105,26861.105,38745.78,46095.2,6457.54666666667,6457.54666666667,6457.54666666667,66992.73,7219.14,15301.815,15301.815,4204.33,11401.28,34979.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-466",NA,NA,NA,127014.49,30447.53,16345.975,16345.975,70562.75,50931.27,70799.79,69233.94,7557.35,12613,15605.61,17489.565,17489.565,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-467",NA,NA,7239.42,17061.9525,17061.9525,17061.9525,17061.9525,51527.27,15223.765,15223.765,32691.95,53722.21,67771.82,70799.79,32634.73,20377.23,18812.6,10211.4466666667,10211.4466666667,10211.4466666667,11401.28,17489.565,17489.565,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-469",NA,NA,15777.56,133422.2,133422.2,65467.83,97890.56,11595.1025,11595.1025,11595.1025,11595.1025,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-483",NA,NA,15777.56,98623.48,98623.48,98623.48,122605.23,20781.52,15605.61,3363.8,3363.8,3363.8,3363.8,3363.8,3363.8,9655.1925,9655.1925,9655.1925,9655.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-487",NA,NA,15777.56,87188.21,87188.21,23520.9166666667,23520.9166666667,23520.9166666667,87373.07,83407.2,10152.89,15731.75,17489.565,17489.565,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,5151.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2015-491",NA,NA,7239.42,68247.81,207134.73,29026.04,134332.36,5700.64,5700.64,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
