"FishID","2014-02-10","2014-02-11","2014-02-12","2014-02-13","2014-02-14","2014-02-15","2014-02-16","2014-02-17","2014-02-18","2014-02-19","2014-02-20","2014-02-21","2014-02-22","2014-02-23","2014-02-24","2014-02-25","2014-02-26","2014-02-27","2014-02-28","2014-03-01","2014-03-02","2014-03-03","2014-03-04","2014-03-05","2014-03-06","2014-03-07","2014-03-08","2014-03-09","2014-03-10","2014-03-11","2014-03-12","2014-03-13","2014-03-14","2014-03-15","2014-03-16","2014-03-17","2014-03-18","2014-03-19","2014-03-20","2014-03-21","2014-03-22","2014-03-23","2014-03-24","2014-03-25","2014-03-26","2014-03-27","2014-03-28","2014-03-29","2014-03-30","2014-03-31","2014-04-01","2014-04-02","2014-04-03","2014-04-04","2014-04-05","2014-04-06","2014-04-07","2014-04-08","2014-04-09","2014-04-10","2014-04-11","2014-04-12","2014-04-13","2014-04-14","2014-04-15","2014-04-16","2014-04-17","2014-04-18","2014-04-19","2014-04-20","2014-04-21","2014-04-22","2014-04-23","2014-04-24","2014-04-25","2014-04-26","2014-04-27","2014-04-28","2014-04-29","2014-04-30","2014-05-01","2014-05-02","2014-05-03","2014-05-04","2014-05-05","2014-05-06","2014-05-07","2014-05-08","2014-05-09","2014-05-10","2014-05-11","2014-05-12","2014-05-13","2014-05-14","2014-05-15","2014-05-16","2014-05-17"
"WR2014-277",15777.56,79207.43,32029.51,30447.53,3269.195,3269.195,3269.195,3269.195,3269.195,3269.195,3269.195,3269.195,3269.195,3269.195,10744.442,10744.442,10744.442,10744.442,10744.442,38745.78,29026.04,88356.5,34248.73,24985.85,19809.95,10091.4,10091.4,19310.385,19310.385,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-293",15777.56,59709.67,34697.61,8414.83,8414.83,6089.506,6089.506,6089.506,6089.506,6089.506,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,3632.43888888889,11593.205,11593.205,15267.9,15267.9,67771.82,17671.3,17671.3,17671.3,17671.3,17671.3,22297.16,11097.48,11097.48,24014.28,8744.7825,8744.7825,8744.7825,8744.7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-297",7239.42,23250.71,44997.1,19497.76,3799.9625,3799.9625,3799.9625,3799.9625,4207.415,4207.415,4207.415,4207.415,9019.92571428572,9019.92571428572,9019.92571428572,9019.92571428572,9019.92571428572,9019.92571428572,9019.92571428572,54250.5,54250.5,54250.5,31155.485,31155.485,3901.4025,3901.4025,3901.4025,3901.4025,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-304",15777.56,59709.67,51527.27,7611.8825,7611.8825,7611.8825,7611.8825,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,4656.52916666667,69281.58,66230.28,66230.28,4060.17285714286,4060.17285714286,4060.17285714286,4060.17285714286,4060.17285714286,4060.17285714286,4060.17285714286,12646.1875,12646.1875,12646.1875,12646.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-312",15777.56,79207.43,32029.51,30447.53,32691.95,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,1449.150625,69281.58,29026.04,110153.89,34224.47,16817.34,11595.1025,11595.1025,11595.1025,11595.1025,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-330",NA,30490.13,32247.43,32247.43,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,1266.65416666667,5609.88666666667,5609.88666666667,5609.88666666667,15223.765,15223.765,32691.95,60747.01,60747.01,36441.8,66992.73,35102.17,4204.33,11401.28,11659.71,11659.71,11659.71,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-337",7239.42,23250.71,22498.55,22498.55,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,1624.81333333333,10676.5033333333,10676.5033333333,10676.5033333333,23372.336,23372.336,23372.336,23372.336,23372.336,67771.82,88356.5,34248.73,21773.12,11401.28,4997.01857142857,4997.01857142857,4997.01857142857,4997.01857142857,4997.01857142857,4997.01857142857,4997.01857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-338",NA,30490.13,44997.1,34697.61,16829.66,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,2342.11769230769,86414.15,67771.82,88356.5,22297.16,8799.76333333333,8799.76333333333,8799.76333333333,11401.28,34979.13,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-340",15777.56,79207.43,15199.85,16829.66,6089.506,6089.506,6089.506,6089.506,6089.506,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,7855.83181818182,38745.78,65467.83,33102.96,33889.76,19170.71,24985.85,11401.28,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-344",15777.56,79207.43,32029.51,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,2029.83533333333,86414.15,67771.82,88356.5,41645.38,21147.81,8408.67,11401.28,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2014-353",15777.56,59709.67,51527.27,15223.765,15223.765,10897.3166666667,10897.3166666667,10897.3166666667,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,38745.78,98570.8,43714.43,16742.7,4330.47,11401.28,17489.565,17489.565,11332.904,11332.904,11332.904,11332.904,11332.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
