"","FishID","SD","rel","end"
"62","WR2015-390",18077.1052544677,"2015-02-06","2015-02-25"
"63","WR2015-394",21476.0503103795,"2015-02-06","2015-02-22"
"64","WR2015-405",24727.9914376631,"2015-02-06","2015-02-28"
"65","WR2015-427",28283.9926350798,"2015-02-06","2015-02-22"
"66","WR2015-429",22641.3876190349,"2015-02-06","2015-02-28"
"67","WR2015-434",24872.5397125456,"2015-02-06","2015-02-24"
"68","WR2015-435",33051.835078957,"2015-02-06","2015-02-20"
"69","WR2015-440",36697.3670358705,"2015-02-06","2015-02-24"
"70","WR2015-443",20463.0626786699,"2015-02-06","2015-02-22"
"71","WR2015-447",24170.4274926966,"2015-02-06","2015-02-18"
"72","WR2015-456",34767.9078116045,"2015-02-06","2015-02-16"
"73","WR2015-460",18427.708091477,"2015-02-06","2015-03-11"
"74","WR2015-466",32593.1496259561,"2015-02-06","2015-02-19"
"75","WR2015-467",17821.7682491863,"2015-02-06","2015-02-26"
"76","WR2015-483",44694.4043185148,"2015-02-06","2015-02-20"
"77","WR2015-487",32998.0754921113,"2015-02-06","2015-02-17"
"78","WR2015-491",57182.9945252843,"2015-02-06","2015-02-14"
"79","WR2015-492",51499.3441287534,"2015-02-06","2015-02-13"
"80","WR2015-493",41363.7783505387,"2015-02-06","2015-02-15"
"81","WR2015-496",29390.202998867,"2015-02-06","2015-02-19"
"82","WR2015-497",34409.5039109359,"2015-02-06","2015-02-17"
"83","WR2015-513",21491.8757958256,"2015-02-06","2015-02-28"
"84","WR2015-518",30791.9407806051,"2015-02-06","2015-02-19"
"85","WR2015-519",48915.3775059973,"2015-02-06","2015-02-15"
"86","WR2015-523",43717.0276618206,"2015-02-06","2015-02-16"
"87","WR2015-526",40451.8008882754,"2015-02-06","2015-02-15"
"88","WR2015-528",17208.3111771911,"2015-02-06","2015-02-28"
"89","WR2015-538",22011.700050753,"2015-02-06","2015-02-19"
"90","WR2015-545",25520.8752559357,"2015-02-06","2015-02-16"
"91","WR2015-546",39644.2460115439,"2015-02-06","2015-02-15"
"92","WR2015-568",16430.4607392071,"2015-02-06","2015-02-23"
