"","FishID","SD","rel","end"
"34","LFC4381",39934.1479302024,"2010-12-17","2010-12-27"
"35","LFC4382",36268.1301073132,"2010-12-17","2010-12-25"
"36","LFC4385",28063.8507409124,"2010-12-17","2010-12-26"
"37","LFC4388",35365.2665799187,"2010-12-17","2010-12-26"
"38","LFC4389",34074.8713022735,"2010-12-17","2010-12-28"
"39","LFC4391",35522.981552012,"2010-12-17","2010-12-30"
"40","LFC4393",35079.9010006363,"2010-12-17","2010-12-29"
"41","LFC4394",7613.36240852175,"2010-12-17","2011-01-14"
"42","LFC4395",29768.3503827881,"2010-12-17","2010-12-24"
"43","LFC4397",35086.8291594284,"2010-12-17","2010-12-26"
"44","LFC4398",37851.085630497,"2010-12-17","2010-12-26"
"45","LFC4400",15004.2418046375,"2010-12-17","2011-01-04"
"46","LFC4404",35622.2005023452,"2010-12-17","2010-12-26"
"47","LFC4406",28569.3253755565,"2010-12-17","2010-12-27"
"48","LFC4409",40138.5102614524,"2010-12-17","2010-12-26"
"49","LFC4413",35503.0008101586,"2010-12-17","2010-12-25"
"50","LFC4414",40116.8932101461,"2010-12-17","2010-12-27"
"51","LFC4417",10649.2346337971,"2011-01-05","2011-01-31"
"52","LFC4419",12515.7264528006,"2011-01-05","2011-01-30"
"53","LFC4420",21504.9346936663,"2011-01-05","2011-01-21"
"54","LFC4421",7080.16758276815,"2011-01-05","2011-01-25"
"55","LFC4424",14228.2850752332,"2011-01-05","2011-01-21"
"56","LFC4426",15532.7684817379,"2011-01-05","2011-03-02"
"57","LFC4427",12717.0632020175,"2011-01-05","2011-03-24"
"58","LFC4429",15271.0280803387,"2011-01-05","2011-03-14"
"59","LFC4430",19271.3268489261,"2011-01-05","2011-01-22"
"60","LFC4431",23591.8043311193,"2011-01-05","2011-02-03"
"61","LFC4435",29304.4273347506,"2011-01-05","2011-01-24"
"62","LFC4436",14995.1283031063,"2011-01-05","2011-02-27"
"63","LFC4438",31855.2772030387,"2011-01-05","2011-01-24"
"64","LFC4439",18873.1809130917,"2011-01-05","2011-02-28"
"65","LFC4441",23609.8512401687,"2011-01-05","2011-02-08"
"66","LFC4442",11940.3460301245,"2011-01-05","2011-01-30"
"67","LFC4445",24414.492618496,"2011-01-05","2011-01-28"
"68","LFC4446",27485.5430316429,"2011-01-05","2011-01-24"
"69","LFC4447",16182.6647101798,"2011-01-05","2011-02-01"
"70","LFC4450",12579.5178479076,"2011-01-05","2011-03-03"
"71","LFC4451",10452.1455176932,"2011-01-05","2011-02-21"
"72","LFC4455",33535.8258259223,"2011-01-05","2011-01-14"
"73","LFC4456",18524.0199380873,"2011-01-05","2011-01-29"
"74","LFC4458",26823.5348916828,"2011-01-05","2011-01-22"
"75","LFC4459",27301.3999094206,"2011-01-05","2011-01-29"
"76","LFC4460",23279.8366294889,"2011-01-05","2011-01-15"
"77","LFC4464",7548.68461038895,"2011-01-05","2011-01-28"
"78","LFC4470",25041.8076556399,"2011-01-05","2011-01-21"
"79","LFC4472",24253.1978001169,"2011-01-05","2011-01-21"
"80","LFC4474",13304.4189007353,"2011-01-05","2011-01-25"
"81","LFC4476",8927.25481002596,"2011-01-05","2011-01-31"
"82","LFC4480",12316.5660905843,"2011-01-05","2011-02-28"
"83","LFC4481",25359.7144381786,"2011-01-05","2011-01-24"
"84","LFC4491",26538.9440438094,"2011-01-05","2011-01-21"
"85","LFC4492",9442.6905010745,"2011-01-05","2011-02-02"
"86","LFC4493",15504.8492830952,"2011-01-05","2011-01-30"
"87","LFC4494",18525.9933363417,"2011-01-05","2011-02-10"
"88","LFC4496",15458.8031960343,"2011-01-05","2011-02-23"
"89","LFC4497",9821.10173909847,"2011-01-05","2011-01-29"
"90","LFC4499",26931.3313717991,"2011-01-05","2011-01-24"
"91","LFC4501",24533.3122369496,"2011-01-05","2011-02-09"
"92","LFC4504",11953.6601810596,"2011-01-05","2011-02-07"
"93","LFC4507",15226.6288776825,"2011-01-05","2011-01-31"
"94","LFC4508",18997.6851444131,"2011-01-05","2011-02-02"
"95","LFC4511",23282.1299496157,"2011-01-05","2011-02-05"
"96","LFC4512",22872.8876954317,"2011-01-05","2011-02-14"
"97","LFC4521",21503.1708633176,"2011-01-05","2011-02-03"
"98","LFC4523",11766.5716375038,"2011-01-05","2011-03-17"
"99","LFC4526",33748.8691768426,"2011-01-05","2011-01-16"
"100","LFC4528",18186.4421262142,"2011-01-05","2011-03-07"
"101","LFC4531",21751.854247397,"2011-01-05","2011-01-28"
"102","LFC4532",22204.6233798467,"2011-01-05","2011-01-20"
"103","LFC4533",12568.7977445181,"2011-01-05","2011-02-23"
"104","LFC4536",21594.2761909872,"2011-01-05","2011-01-23"
