"","date","sac","inund_days"
"7742",2005-04-12,25600,0
"7743",2005-04-13,24400,0
"7744",2005-04-14,23900,0
"7745",2005-04-15,23000,0
"7746",2005-04-16,22700,0
"7747",2005-04-17,22000,0
"7748",2005-04-18,21400,0
"7749",2005-04-19,20300,0
"7750",2005-04-20,19400,0
"7751",2005-04-21,18800,0
"7752",2005-04-22,17300,0
"7753",2005-04-23,17300,0
"7754",2005-04-24,16300,0
"7755",2005-04-25,16000,0
"7756",2005-04-26,15800,0
"7757",2005-04-27,15900,0
"7758",2005-04-28,16700,0
"7759",2005-04-29,17000,0
"7760",2005-04-30,16500,0
"7761",2005-05-01,15900,0
"7762",2005-05-02,15200,0
"7763",2005-05-03,15100,0
"7764",2005-05-04,14800,0
"7765",2005-05-05,14700,0
"7766",2005-05-06,15200,0
"7767",2005-05-07,17000,0
"7768",2005-05-08,19900,0
"7769",2005-05-09,21800,0
"7770",2005-05-10,26200,0
"7771",2005-05-11,35200,0
"7772",2005-05-12,38600,0
"7773",2005-05-13,41100,0
"7774",2005-05-14,41400,0
"7775",2005-05-15,41100,0
"7776",2005-05-16,40200,0
"7777",2005-05-17,40600,0
"7778",2005-05-18,44200,0
"7779",2005-05-19,48000,0
"7780",2005-05-20,66900,1
"7781",2005-05-21,72300,2
"7782",2005-05-22,74100,3
"7783",2005-05-23,70800,4
"7784",2005-05-24,68200,5
"7785",2005-05-25,64500,6
"7786",2005-05-26,59500,0
"7787",2005-05-27,53200,0
"7788",2005-05-28,46800,0
"7789",2005-05-29,42100,0
"7790",2005-05-30,40500,0
"7791",2005-05-31,41700,0
"7792",2005-06-01,40700,0
"7793",2005-06-02,39200,0
"7794",2005-06-03,38200,0
"7795",2005-06-04,35500,0
"7796",2005-06-05,32000,0
"7797",2005-06-06,29700,0
"7798",2005-06-07,28000,0
"7799",2005-06-08,27400,0
"7800",2005-06-09,26800,0
"7801",2005-06-10,27900,0
"7802",2005-06-11,30400,0
"7803",2005-06-12,32000,0
"7804",2005-06-13,31800,0
"7805",2005-06-14,30800,0
"7806",2005-06-15,29400,0
"7807",2005-06-16,28300,0
"7808",2005-06-17,29100,0
"7809",2005-06-18,30400,0
"7810",2005-06-19,30700,0
"7811",2005-06-20,30600,0
"7812",2005-06-21,29900,0
"7813",2005-06-22,28300,0
"7814",2005-06-23,25800,0
"7815",2005-06-24,23300,0
"7816",2005-06-25,21800,0
"7817",2005-06-26,21200,0
"7818",2005-06-27,20600,0
"7819",2005-06-28,20400,0
"7820",2005-06-29,19600,0
"7821",2005-06-30,19800,0
"7822",2005-07-01,19300,0
"7823",2005-07-02,18700,0
"7824",2005-07-03,18800,0
"7825",2005-07-04,18600,0
"7826",2005-07-05,18900,0
"7827",2005-07-06,19100,0
"7828",2005-07-07,19100,0
"7829",2005-07-08,19200,0
"7830",2005-07-09,18800,0
"7831",2005-07-10,19200,0
"7832",2005-07-11,19200,0
"7833",2005-07-12,18900,0
"7834",2005-07-13,18800,0
"7835",2005-07-14,19400,0
"7836",2005-07-15,20400,0
"7837",2005-07-16,21200,0
"7838",2005-07-17,21000,0
"7839",2005-07-18,20800,0
"7840",2005-07-19,20800,0
"7841",2005-07-20,20600,0
"7842",2005-07-21,20300,0
"7843",2005-07-22,20700,0
"7844",2005-07-23,20600,0
"7845",2005-07-24,20400,0
"7846",2005-07-25,20300,0
"7847",2005-07-26,20000,0
"7848",2005-07-27,19900,0
"7849",2005-07-28,19700,0
"7850",2005-07-29,19300,0
"7851",2005-07-30,19000,0
"7852",2005-07-31,18700,0
"7853",2005-08-01,18200,0
"7854",2005-08-02,18100,0
"7855",2005-08-03,18100,0
"7856",2005-08-04,18000,0
"7857",2005-08-05,18100,0
"7858",2005-08-06,17700,0
"7859",2005-08-07,17400,0
"7860",2005-08-08,17300,0
"7861",2005-08-09,17500,0
"7862",2005-08-10,17600,0
"7863",2005-08-11,17800,0
"7864",2005-08-12,16600,0
"7865",2005-08-13,15300,0
"7866",2005-08-14,15400,0
"7867",2005-08-15,15900,0
"7868",2005-08-16,16400,0
"7869",2005-08-17,16100,0
"7870",2005-08-18,16100,0
"7871",2005-08-19,16700,0
"7872",2005-08-20,16800,0
"7873",2005-08-21,17100,0
"7874",2005-08-22,17300,0
"7875",2005-08-23,17500,0
"7876",2005-08-24,17400,0
"7877",2005-08-25,18000,0
"7878",2005-08-26,18100,0
"7879",2005-08-27,17900,0
"7880",2005-08-28,17700,0
"7881",2005-08-29,17500,0
"7882",2005-08-30,17500,0
"7883",2005-08-31,17500,0
"7884",2005-09-01,17400,0
"7885",2005-09-02,18000,0
"7886",2005-09-03,18200,0
"7887",2005-09-04,18300,0
"7888",2005-09-05,18500,0
"7889",2005-09-06,18200,0
"7890",2005-09-07,18300,0
"7891",2005-09-08,18000,0
"7892",2005-09-09,18000,0
"7893",2005-09-10,18500,0
"7894",2005-09-11,18200,0
"7895",2005-09-12,18400,0
"7896",2005-09-13,18400,0
"7897",2005-09-14,18400,0
"7898",2005-09-15,17800,0
"7899",2005-09-16,17400,0
"7900",2005-09-17,18300,0
"7901",2005-09-18,18200,0
"7902",2005-09-19,18100,0
"7903",2005-09-20,17200,0
"7904",2005-09-21,17600,0
"7905",2005-09-22,17600,0
"7906",2005-09-23,17000,0
"7907",2005-09-24,17300,0
"7908",2005-09-25,17600,0
"7909",2005-09-26,17700,0
"7910",2005-09-27,18100,0
"7911",2005-09-28,18000,0
"7912",2005-09-29,17700,0
"7913",2005-09-30,17600,0
"7914",2005-10-01,17200,0
"7915",2005-10-02,17700,0
"7916",2005-10-03,17500,0
"7917",2005-10-04,17600,0
"7918",2005-10-05,17200,0
"7919",2005-10-06,16800,0
"7920",2005-10-07,16300,0
"7921",2005-10-08,16200,0
"7922",2005-10-09,16000,0
"7923",2005-10-10,15600,0
"7924",2005-10-11,15100,0
"7925",2005-10-12,15200,0
"7926",2005-10-13,15000,0
"7927",2005-10-14,14500,0
"7928",2005-10-15,14200,0
"7929",2005-10-16,13700,0
"7930",2005-10-17,13100,0
"7931",2005-10-18,12100,0
"7932",2005-10-19,12600,0
"7933",2005-10-20,11800,0
"7934",2005-10-21,11500,0
"7935",2005-10-22,11100,0
"7936",2005-10-23,11300,0
"7937",2005-10-24,11500,0
"7938",2005-10-25,11600,0
"7939",2005-10-26,11800,0
"7940",2005-10-27,12400,0
"7941",2005-10-28,12000,0
"7942",2005-10-29,12100,0
"7943",2005-10-30,12800,0
"7944",2005-10-31,12800,0
"7945",2005-11-01,12500,0
"7946",2005-11-02,12100,0
"7947",2005-11-03,12600,0
"7948",2005-11-04,12500,0
"7949",2005-11-05,12600,0
"7950",2005-11-06,12400,0
"7951",2005-11-07,12400,0
"7952",2005-11-08,13000,0
"7953",2005-11-09,13200,0
"7954",2005-11-10,16700,0
"7955",2005-11-11,17100,0
"7956",2005-11-12,15600,0
"7957",2005-11-13,14100,0
"7958",2005-11-14,13400,0
"7959",2005-11-15,13000,0
"7960",2005-11-16,12900,0
"7961",2005-11-17,12900,0
"7962",2005-11-18,12700,0
"7963",2005-11-19,12500,0
"7964",2005-11-20,12400,0
"7965",2005-11-21,12300,0
"7966",2005-11-22,12400,0
"7967",2005-11-23,12900,0
"7968",2005-11-24,13400,0
"7969",2005-11-25,13400,0
"7970",2005-11-26,13800,0
"7971",2005-11-27,13700,0
"7972",2005-11-28,14100,0
"7973",2005-11-29,14100,0
"7974",2005-11-30,14900,0
"7975",2005-12-01,15400,0
"7976",2005-12-02,19100,0
"7977",2005-12-03,23600,0
"7978",2005-12-04,28300,0
"7979",2005-12-05,25600,0
"7980",2005-12-06,21500,0
"7981",2005-12-07,18800,0
"7982",2005-12-08,17100,0
"7983",2005-12-09,16100,0
"7984",2005-12-10,15300,0
"7985",2005-12-11,14800,0
"7986",2005-12-12,14700,0
"7987",2005-12-13,14700,0
"7988",2005-12-14,14500,0
"7989",2005-12-15,14400,0
"7990",2005-12-16,14200,0
"7991",2005-12-17,13900,0
"7992",2005-12-18,15000,0
"7993",2005-12-19,18800,0
"7994",2005-12-20,23400,0
"7995",2005-12-21,32100,0
"7996",2005-12-22,37400,0
"7997",2005-12-23,43300,0
"7998",2005-12-24,53600,1
"7999",2005-12-25,69800,2
"8000",2005-12-26,74200,3
"8001",2005-12-27,81700,4
"8002",2005-12-28,85000,5
"8003",2005-12-29,87000,6
"8004",2005-12-30,87600,7
"8005",2005-12-31,88300,8
"8006",2006-01-01,85900,9
"8007",2006-01-02,86300,10
"8008",2006-01-03,87600,11
"8009",2006-01-04,83100,12
"8010",2006-01-05,82100,13
"8011",2006-01-06,80500,14
"8012",2006-01-07,75600,15
"8013",2006-01-08,73700,16
"8014",2006-01-09,74200,17
"8015",2006-01-10,76200,18
"8016",2006-01-11,77500,19
"8017",2006-01-12,73400,20
"8018",2006-01-13,70900,21
"8019",2006-01-14,70000,22
"8020",2006-01-15,68500,23
"8021",2006-01-16,67600,24
"8022",2006-01-17,67500,25
"8023",2006-01-18,67100,26
"8024",2006-01-19,65300,27
"8025",2006-01-20,64600,28
"8026",2006-01-21,62600,29
"8027",2006-01-22,61000,30
"8028",2006-01-23,58900,31
"8029",2006-01-24,55300,32
"8030",2006-01-25,51800,33
"8031",2006-01-26,47800,34
"8032",2006-01-27,44500,35
"8033",2006-01-28,42600,36
"8034",2006-01-29,41600,37
"8035",2006-01-30,42400,38
"8036",2006-01-31,44600,0
"8037",2006-02-01,50200,0
"8038",2006-02-02,53900,0
"8039",2006-02-03,57400,0
"8040",2006-02-04,61300,1
"8041",2006-02-05,67400,2
"8042",2006-02-06,69700,3
"8043",2006-02-07,70200,4
"8044",2006-02-08,70100,5
"8045",2006-02-09,69700,6
"8046",2006-02-10,69100,7
"8047",2006-02-11,68400,8
"8048",2006-02-12,62400,9
"8049",2006-02-13,55800,0
"8050",2006-02-14,50500,0
"8051",2006-02-15,45900,0
"8052",2006-02-16,42300,0
"8053",2006-02-17,39500,0
"8054",2006-02-18,37400,0
"8055",2006-02-19,34900,0
"8056",2006-02-20,33000,0
"8057",2006-02-21,31900,0
"8058",2006-02-22,30600,0
"8059",2006-02-23,29100,0
"8060",2006-02-24,29700,0
"8061",2006-02-25,31900,0
"8062",2006-02-26,32800,0
"8063",2006-02-27,33600,0
"8064",2006-02-28,41100,0
"8065",2006-03-01,57100,1
"8066",2006-03-02,68600,2
"8067",2006-03-03,69500,3
"8068",2006-03-04,68900,4
"8069",2006-03-05,67100,5
"8070",2006-03-06,69100,6
"8071",2006-03-07,69500,7
"8072",2006-03-08,69600,8
"8073",2006-03-09,69700,9
"8074",2006-03-10,70000,10
"8075",2006-03-11,68100,11
"8076",2006-03-12,66700,12
"8077",2006-03-13,67300,13
"8078",2006-03-14,67600,14
"8079",2006-03-15,67400,15
"8080",2006-03-16,67300,16
"8081",2006-03-17,66000,17
"8082",2006-03-18,65500,18
"8083",2006-03-19,65000,19
"8084",2006-03-20,66400,20
"8085",2006-03-21,66700,21
"8086",2006-03-22,65700,22
"8087",2006-03-23,65100,23
"8088",2006-03-24,65700,24
"8089",2006-03-25,66400,25
"8090",2006-03-26,68300,26
"8091",2006-03-27,69200,27
"8092",2006-03-28,68500,28
"8093",2006-03-29,68900,29
"8094",2006-03-30,69100,30
"8095",2006-03-31,69800,31
"8096",2006-04-01,72300,32
"8097",2006-04-02,73700,33
"8098",2006-04-03,75500,34
"8099",2006-04-04,87200,35
"8100",2006-04-05,91800,36
"8101",2006-04-06,91100,37
"8102",2006-04-07,86900,38
"8103",2006-04-08,84200,39
"8104",2006-04-09,83600,40
"8105",2006-04-10,82800,41
"8106",2006-04-11,79200,42
"8107",2006-04-12,79200,43
"8108",2006-04-13,78100,44
"8109",2006-04-14,79100,45
"8110",2006-04-15,80000,46
"8111",2006-04-16,81000,47
"8112",2006-04-17,81100,48
"8113",2006-04-18,80000,49
"8114",2006-04-19,78100,50
"8115",2006-04-20,75100,51
"8116",2006-04-21,72700,52
"8117",2006-04-22,72300,53
"8118",2006-04-23,70800,54
"8119",2006-04-24,71200,55
"8120",2006-04-25,70800,56
"8121",2006-04-26,70900,57
"8122",2006-04-27,69900,58
"8123",2006-04-28,70700,59
"8124",2006-04-29,70200,60
"8125",2006-04-30,69900,61
"8126",2006-05-01,70600,62
"8127",2006-05-02,69900,63
"8128",2006-05-03,69800,64
"8129",2006-05-04,69600,65
"8130",2006-05-05,68500,66
"8131",2006-05-06,67100,67
"8132",2006-05-07,64100,0
"8133",2006-05-08,60400,0
"8134",2006-05-09,56500,0
"8135",2006-05-10,55600,0
"8136",2006-05-11,56300,0
"8137",2006-05-12,56100,0
"8138",2006-05-13,55800,0
"8139",2006-05-14,54900,0
"8140",2006-05-15,54400,0
"8141",2006-05-16,53100,0
"8142",2006-05-17,50900,0
"8143",2006-05-18,50000,0
"8144",2006-05-19,48900,0
"8145",2006-05-20,48100,0
"8146",2006-05-21,48500,0
"8147",2006-05-22,48100,0
"8148",2006-05-23,46400,0
"8149",2006-05-24,45800,0
"8150",2006-05-25,44000,0
"8151",2006-05-26,40400,0
"8152",2006-05-27,36800,0
"8153",2006-05-28,34200,0
"8154",2006-05-29,31800,0
"8155",2006-05-30,30400,0
"8156",2006-05-31,29500,0
"8157",2006-06-01,29000,0
"8158",2006-06-02,29000,0
"8159",2006-06-03,28800,0
"8160",2006-06-04,29500,0
"8161",2006-06-05,31400,0
"8162",2006-06-06,32000,0
"8163",2006-06-07,32900,0
"8164",2006-06-08,33600,0
"8165",2006-06-09,32600,0
"8166",2006-06-10,31400,0
"8167",2006-06-11,30000,0
"8168",2006-06-12,29300,0
"8169",2006-06-13,29200,0
"8170",2006-06-14,28700,0
"8171",2006-06-15,28200,0
"8172",2006-06-16,28600,0
"8173",2006-06-17,28500,0
"8174",2006-06-18,28300,0
"8175",2006-06-19,27100,0
"8176",2006-06-20,26100,0
"8177",2006-06-21,24900,0
"8178",2006-06-22,24600,0
"8179",2006-06-23,23300,0
"8180",2006-06-24,22300,0
"8181",2006-06-25,22000,0
"8182",2006-06-26,22100,0
"8183",2006-06-27,21600,0
"8184",2006-06-28,21100,0
"8185",2006-06-29,20600,0
"8186",2006-06-30,19600,0
"8187",2006-07-01,19800,0
"8188",2006-07-02,19300,0
"8189",2006-07-03,19300,0
"8190",2006-07-04,18900,0
"8191",2006-07-05,18500,0
"8192",2006-07-06,18500,0
"8193",2006-07-07,18300,0
"8194",2006-07-08,18000,0
"8195",2006-07-09,17500,0
"8196",2006-07-10,16700,0
"8197",2006-07-11,16500,0
"8198",2006-07-12,16700,0
"8199",2006-07-13,16700,0
"8200",2006-07-14,16400,0
"8201",2006-07-15,17200,0
"8202",2006-07-16,17900,0
"8203",2006-07-17,18300,0
"8204",2006-07-18,18400,0
"8205",2006-07-19,18600,0
"8206",2006-07-20,19000,0
"8207",2006-07-21,19000,0
"8208",2006-07-22,19100,0
"8209",2006-07-23,19300,0
"8210",2006-07-24,19800,0
"8211",2006-07-25,20300,0
"8212",2006-07-26,20200,0
"8213",2006-07-27,20400,0
"8214",2006-07-28,20100,0
"8215",2006-07-29,19400,0
"8216",2006-07-30,19200,0
"8217",2006-07-31,18900,0
"8218",2006-08-01,19600,0
"8219",2006-08-02,20100,0
"8220",2006-08-03,19600,0
"8221",2006-08-04,19100,0
"8222",2006-08-05,19800,0
"8223",2006-08-06,19300,0
"8224",2006-08-07,18700,0
"8225",2006-08-08,18800,0
"8226",2006-08-09,18600,0
"8227",2006-08-10,18600,0
"8228",2006-08-11,18600,0
"8229",2006-08-12,18900,0
"8230",2006-08-13,18800,0
"8231",2006-08-14,18400,0
"8232",2006-08-15,18400,0
"8233",2006-08-16,19400,0
"8234",2006-08-17,19100,0
"8235",2006-08-18,19100,0
"8236",2006-08-19,19100,0
"8237",2006-08-20,19300,0
"8238",2006-08-21,19600,0
"8239",2006-08-22,18900,0
"8240",2006-08-23,19200,0
"8241",2006-08-24,19200,0
"8242",2006-08-25,18800,0
"8243",2006-08-26,18700,0
"8244",2006-08-27,18400,0
"8245",2006-08-28,18100,0
"8246",2006-08-29,17400,0
"8247",2006-08-30,17400,0
"8248",2006-08-31,17800,0
"8249",2006-09-01,17900,0
"8250",2006-09-02,17900,0
"8251",2006-09-03,18000,0
"8252",2006-09-04,18000,0
"8253",2006-09-05,18100,0
"8254",2006-09-06,17800,0
"8255",2006-09-07,18000,0
"8256",2006-09-08,17600,0
"8257",2006-09-09,18800,0
"8258",2006-09-10,19000,0
"8259",2006-09-11,19000,0
"8260",2006-09-12,19300,0
"8261",2006-09-13,19300,0
"8262",2006-09-14,19000,0
"8263",2006-09-15,20300,0
"8264",2006-09-16,19900,0
"8265",2006-09-17,19800,0
"8266",2006-09-18,19500,0
"8267",2006-09-19,19500,0
"8268",2006-09-20,19200,0
"8269",2006-09-21,18600,0
"8270",2006-09-22,18100,0
"8271",2006-09-23,17400,0
"8272",2006-09-24,17000,0
"8273",2006-09-25,16900,0
"8274",2006-09-26,16300,0
"8275",2006-09-27,16100,0
"8276",2006-09-28,15300,0
"8277",2006-09-29,14300,0
"8278",2006-09-30,14400,0
"8279",2006-10-01,14600,0
"8280",2006-10-02,14200,0
"8281",2006-10-03,13900,0
"8282",2006-10-04,13900,0
"8283",2006-10-05,13700,0
"8284",2006-10-06,13400,0
"8285",2006-10-07,13500,0
"8286",2006-10-08,13100,0
"8287",2006-10-09,13000,0
"8288",2006-10-10,12700,0
"8289",2006-10-11,13000,0
"8290",2006-10-12,12400,0
"8291",2006-10-13,12300,0
"8292",2006-10-14,12300,0
"8293",2006-10-15,11600,0
"8294",2006-10-16,11300,0
"8295",2006-10-17,11300,0
"8296",2006-10-18,10800,0
"8297",2006-10-19,10500,0
"8298",2006-10-20,10300,0
"8299",2006-10-21,10300,0
"8300",2006-10-22,10100,0
"8301",2006-10-23,9990,0
"8302",2006-10-24,10000,0
"8303",2006-10-25,10700,0
"8304",2006-10-26,10000,0
"8305",2006-10-27,9830,0
"8306",2006-10-28,9780,0
"8307",2006-10-29,9670,0
"8308",2006-10-30,10500,0
"8309",2006-10-31,10700,0
"8310",2006-11-01,10500,0
"8311",2006-11-02,10200,0
"8312",2006-11-03,10700,0
"8313",2006-11-04,10900,0
"8314",2006-11-05,10800,0
"8315",2006-11-06,11100,0
"8316",2006-11-07,10800,0
"8317",2006-11-08,10700,0
"8318",2006-11-09,11500,0
"8319",2006-11-10,11500,0
"8320",2006-11-11,11700,0
"8321",2006-11-12,11900,0
"8322",2006-11-13,12000,0
"8323",2006-11-14,12700,0
"8324",2006-11-15,13100,0
"8325",2006-11-16,13200,0
"8326",2006-11-17,13400,0
"8327",2006-11-18,13100,0
"8328",2006-11-19,12700,0
"8329",2006-11-20,12500,0
"8330",2006-11-21,12200,0
"8331",2006-11-22,12300,0
"8332",2006-11-23,12600,0
"8333",2006-11-24,12500,0
"8334",2006-11-25,12900,0
"8335",2006-11-26,12800,0
"8336",2006-11-27,13200,0
"8337",2006-11-28,13600,0
"8338",2006-11-29,13800,0
"8339",2006-11-30,13500,0
"8340",2006-12-01,12700,0
"8341",2006-12-02,12200,0
"8342",2006-12-03,12100,0
"8343",2006-12-04,11700,0
"8344",2006-12-05,11700,0
"8345",2006-12-06,11800,0
"8346",2006-12-07,12100,0
"8347",2006-12-08,11800,0
"8348",2006-12-09,13000,0
"8349",2006-12-10,15100,0
"8350",2006-12-11,15200,0
"8351",2006-12-12,16100,0
"8352",2006-12-13,17300,0
"8353",2006-12-14,18800,0
"8354",2006-12-15,22400,0
"8355",2006-12-16,24500,0
"8356",2006-12-17,23500,0
"8357",2006-12-18,21600,0
"8358",2006-12-19,19400,0
"8359",2006-12-20,17300,0
"8360",2006-12-21,16300,0
"8361",2006-12-22,16200,0
"8362",2006-12-23,16200,0
"8363",2006-12-24,16200,0
"8364",2006-12-25,15900,0
"8365",2006-12-26,15100,0
"8366",2006-12-27,16600,0
"8367",2006-12-28,19700,0
"8368",2006-12-29,26000,0
"8369",2006-12-30,25200,0
"8370",2006-12-31,21800,0
"8371",2007-01-01,19100,0
"8372",2007-01-02,17600,0
"8373",2007-01-03,16500,0
"8374",2007-01-04,16100,0
"8375",2007-01-05,16800,0
"8376",2007-01-06,16800,0
"8377",2007-01-07,17400,0
"8378",2007-01-08,16800,0
"8379",2007-01-09,15800,0
"8380",2007-01-10,15100,0
"8381",2007-01-11,14900,0
"8382",2007-01-12,14500,0
"8383",2007-01-13,13500,0
"8384",2007-01-14,13000,0
"8385",2007-01-15,12800,0
"8386",2007-01-16,12300,0
"8387",2007-01-17,12100,0
"8388",2007-01-18,12400,0
"8389",2007-01-19,12300,0
"8390",2007-01-20,12300,0
"8391",2007-01-21,12300,0
"8392",2007-01-22,12000,0
"8393",2007-01-23,11900,0
"8394",2007-01-24,11800,0
"8395",2007-01-25,11600,0
"8396",2007-01-26,11400,0
"8397",2007-01-27,11300,0
"8398",2007-01-28,11200,0
"8399",2007-01-29,11500,0
"8400",2007-01-30,12100,0
"8401",2007-01-31,13300,0
"8402",2007-02-01,13600,0
"8403",2007-02-02,13700,0
"8404",2007-02-03,13500,0
"8405",2007-02-04,13100,0
"8406",2007-02-05,12900,0
"8407",2007-02-06,13000,0
"8408",2007-02-07,13400,0
"8409",2007-02-08,14000,0
"8410",2007-02-09,15100,0
"8411",2007-02-10,17400,0
"8412",2007-02-11,27800,0
"8413",2007-02-12,39200,0
"8414",2007-02-13,39400,0
"8415",2007-02-14,37600,0
"8416",2007-02-15,33600,0
"8417",2007-02-16,29800,0
"8418",2007-02-17,27000,0
"8419",2007-02-18,24500,0
"8420",2007-02-19,22600,0
"8421",2007-02-20,21100,0
"8422",2007-02-21,19900,0
"8423",2007-02-22,18900,0
"8424",2007-02-23,19100,0
"8425",2007-02-24,20400,0
"8426",2007-02-25,23700,0
"8427",2007-02-26,26700,0
"8428",2007-02-27,31000,0
"8429",2007-02-28,33600,0
"8430",2007-03-01,33700,0
"8431",2007-03-02,32500,0
"8432",2007-03-03,30800,0
"8433",2007-03-04,28300,0
"8434",2007-03-05,26800,0
"8435",2007-03-06,25500,0
"8436",2007-03-07,23100,0
"8437",2007-03-08,21200,0
"8438",2007-03-09,20000,0
"8439",2007-03-10,18900,0
"8440",2007-03-11,18400,0
"8441",2007-03-12,17200,0
"8442",2007-03-13,16400,0
"8443",2007-03-14,16000,0
"8444",2007-03-15,16000,0
"8445",2007-03-16,15800,0
"8446",2007-03-17,15000,0
"8447",2007-03-18,14800,0
"8448",2007-03-19,14400,0
"8449",2007-03-20,14300,0
"8450",2007-03-21,14600,0
"8451",2007-03-22,14000,0
"8452",2007-03-23,13400,0
"8453",2007-03-24,13200,0
"8454",2007-03-25,13100,0
"8455",2007-03-26,12600,0
"8456",2007-03-27,12500,0
"8457",2007-03-28,13300,0
"8458",2007-03-29,13300,0
"8459",2007-03-30,14300,0
"8460",2007-03-31,14600,0
"8461",2007-04-01,14800,0
"8462",2007-04-02,15100,0
"8463",2007-04-03,15200,0
"8464",2007-04-04,15600,0
"8465",2007-04-05,15300,0
"8466",2007-04-06,14600,0
"8467",2007-04-07,14300,0
"8468",2007-04-08,14500,0
"8469",2007-04-09,14800,0
"8470",2007-04-10,14800,0
"8471",2007-04-11,14000,0
"8472",2007-04-12,14500,0
"8473",2007-04-13,14200,0
"8474",2007-04-14,14200,0
"8475",2007-04-15,14900,0
"8476",2007-04-16,14500,0
"8477",2007-04-17,13800,0
"8478",2007-04-18,14300,0
"8479",2007-04-19,13200,0
"8480",2007-04-20,12400,0
"8481",2007-04-21,11900,0
"8482",2007-04-22,12200,0
"8483",2007-04-23,12800,0
"8484",2007-04-24,13300,0
"8485",2007-04-25,13900,0
"8486",2007-04-26,13300,0
"8487",2007-04-27,12200,0
"8488",2007-04-28,11000,0
"8489",2007-04-29,9800,0
"8490",2007-04-30,9530,0
"8491",2007-05-01,8930,0
"8492",2007-05-02,9310,0
"8493",2007-05-03,9570,0
"8494",2007-05-04,10200,0
"8495",2007-05-05,11300,0
"8496",2007-05-06,12100,0
"8497",2007-05-07,11400,0
"8498",2007-05-08,10000,0
"8499",2007-05-09,9430,0
"8500",2007-05-10,8900,0
"8501",2007-05-11,8880,0
"8502",2007-05-12,9010,0
"8503",2007-05-13,9310,0
"8504",2007-05-14,9140,0
"8505",2007-05-15,8830,0
"8506",2007-05-16,8950,0
"8507",2007-05-17,8630,0
"8508",2007-05-18,9190,0
"8509",2007-05-19,9430,0
"8510",2007-05-20,9200,0
"8511",2007-05-21,9750,0
"8512",2007-05-22,10100,0
"8513",2007-05-23,10200,0
"8514",2007-05-24,9550,0
"8515",2007-05-25,8940,0
"8516",2007-05-26,8270,0
"8517",2007-05-27,7850,0
"8518",2007-05-28,7900,0
"8519",2007-05-29,8080,0
"8520",2007-05-30,8910,0
"8521",2007-05-31,8980,0
"8522",2007-06-01,8860,0
"8523",2007-06-02,9020,0
"8524",2007-06-03,9450,0
"8525",2007-06-04,10000,0
"8526",2007-06-05,9710,0
"8527",2007-06-06,10700,0
"8528",2007-06-07,10600,0
"8529",2007-06-08,11100,0
"8530",2007-06-09,11700,0
"8531",2007-06-10,11500,0
"8532",2007-06-11,11400,0
"8533",2007-06-12,10900,0
"8534",2007-06-13,10200,0
"8535",2007-06-14,9950,0
"8536",2007-06-15,9920,0
"8537",2007-06-16,10600,0
"8538",2007-06-17,12400,0
"8539",2007-06-18,12900,0
"8540",2007-06-19,13000,0
"8541",2007-06-20,13800,0
"8542",2007-06-21,14200,0
"8543",2007-06-22,14100,0
"8544",2007-06-23,14100,0
"8545",2007-06-24,14100,0
"8546",2007-06-25,14400,0
"8547",2007-06-26,14400,0
"8548",2007-06-27,14900,0
"8549",2007-06-28,15200,0
"8550",2007-06-29,17000,0
"8551",2007-06-30,18600,0
"8552",2007-07-01,19100,0
"8553",2007-07-02,20000,0
"8554",2007-07-03,20100,0
"8555",2007-07-04,19600,0
"8556",2007-07-05,18400,0
"8557",2007-07-06,17800,0
"8558",2007-07-07,18000,0
"8559",2007-07-08,17800,0
"8560",2007-07-09,17500,0
"8561",2007-07-10,18000,0
"8562",2007-07-11,18200,0
"8563",2007-07-12,19300,0
"8564",2007-07-13,19700,0
"8565",2007-07-14,19400,0
"8566",2007-07-15,19700,0
"8567",2007-07-16,19500,0
"8568",2007-07-17,20000,0
"8569",2007-07-18,19800,0
"8570",2007-07-19,19900,0
"8571",2007-07-20,20100,0
"8572",2007-07-21,20500,0
"8573",2007-07-22,20500,0
"8574",2007-07-23,20100,0
"8575",2007-07-24,19500,0
"8576",2007-07-25,19100,0
"8577",2007-07-26,18800,0
"8578",2007-07-27,18500,0
"8579",2007-07-28,18400,0
"8580",2007-07-29,18400,0
"8581",2007-07-30,18000,0
"8582",2007-07-31,17300,0
"8583",2007-08-01,17100,0
"8584",2007-08-02,16900,0
"8585",2007-08-03,17300,0
"8586",2007-08-04,17100,0
"8587",2007-08-05,16400,0
"8588",2007-08-06,17500,0
"8589",2007-08-07,17600,0
"8590",2007-08-08,17500,0
"8591",2007-08-09,17900,0
"8592",2007-08-10,18300,0
"8593",2007-08-11,18000,0
"8594",2007-08-12,18200,0
"8595",2007-08-13,18300,0
"8596",2007-08-14,18100,0
"8597",2007-08-15,18100,0
"8598",2007-08-16,18000,0
"8599",2007-08-17,17400,0
"8600",2007-08-18,16700,0
"8601",2007-08-19,17000,0
"8602",2007-08-20,16900,0
"8603",2007-08-21,16400,0
"8604",2007-08-22,16400,0
"8605",2007-08-23,16400,0
"8606",2007-08-24,16600,0
"8607",2007-08-25,16600,0
"8608",2007-08-26,16500,0
"8609",2007-08-27,16400,0
"8610",2007-08-28,16300,0
"8611",2007-08-29,16100,0
"8612",2007-08-30,16300,0
"8613",2007-08-31,16500,0
"8614",2007-09-01,16800,0
"8615",2007-09-02,17100,0
