"","TagID","travel_time","Release_Group_SAIL","Year","Group","origin","Route","TagType","FishID","tt.grp"
"444",39294,2.89674768518518,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","381.YBUS","Chips"
"445",39295,3.27763888888889,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","382.YBUS","Chips"
"446",39298,2.84353009259259,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","383.YBUS","Chips"
"447",39299,5.81570601851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","384.YBUS","Chips"
"448",39303,5.34435185185185,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","385.YBUS","Chips"
"449",39304,6.09804398148148,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","386.YBUS","Chips"
"450",39305,5.00976851851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","387.YBUS","Chips"
"451",39306,4.09083333333333,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","388.YBUS","Chips"
"452",39310,4.90914351851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","389.YBUS","Chips"
"453",39314,5.99655092592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","390.YBUS","Chips"
"454",39316,3.9209375,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","391.YBUS","Chips"
"455",39319,5.97974537037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","392.YBUS","Chips"
"456",39320,4.37804398148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","393.YBUS","Chips"
"457",39321,5.99886574074074,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","394.YBUS","Chips"
"458",39322,4.87600694444444,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","395.YBUS","Chips"
"459",39323,3.35388888888889,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","396.YBUS","Chips"
"460",39325,3.33954861111111,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","397.YBUS","Chips"
"461",39326,3.88075231481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","398.YBUS","Chips"
"462",39328,5.39621527777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","399.YBUS","Chips"
"463",39329,3.30563657407407,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","400.YBUS","Chips"
"464",39330,5.47592592592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","401.YBUS","Chips"
"465",39331,16.3225810185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","402.YBUS","Chips"
"466",39332,3.93670138888889,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","403.YBUS","Chips"
"467",39334,5.89055555555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","404.YBUS","Chips"
"468",39335,5.43766203703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","405.YBUS","Chips"
"469",39336,8.03855324074074,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","406.YBUS","Chips"
"470",39337,5.96717592592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","407.YBUS","Chips"
"471",39338,3.35516203703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","408.YBUS","Chips"
"472",39340,3.5346412037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","409.YBUS","Chips"
"473",39343,6.13508101851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","410.YBUS","Chips"
"474",39349,3.69304398148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","411.YBUS","Chips"
"475",39351,3.57533564814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","412.YBUS","Chips"
"476",39354,13.4245717592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","413.YBUS","Chips"
"477",39357,3.56612268518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","414.YBUS","Chips"
"478",39361,10.3387384259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","415.YBUS","Chips"
"479",39362,4.18024305555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","416.YBUS","Chips"
"480",39365,8.02042824074074,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","417.YBUS","Chips"
"481",39366,4.32,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","418.YBUS","Chips"
"482",39368,17.0133564814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","419.YBUS","Chips"
"483",39372,3.63137731481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","420.YBUS","Chips"
"484",39377,4.43259259259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","421.YBUS","Chips"
"485",39384,5.44642361111111,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","422.YBUS","Chips"
"486",39386,4.92375,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","423.YBUS","Chips"
"487",39389,4.02576388888889,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","424.YBUS","Chips"
"488",39390,4.38711805555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","425.YBUS","Chips"
"489",39401,8.56349537037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","426.YBUS","Chips"
"490",39402,4.92927083333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","427.YBUS","Chips"
"491",39403,3.91891203703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","428.YBUS","Chips"
"492",39406,6.40275462962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","429.YBUS","Chips"
"493",39407,5.98799768518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","430.YBUS","Chips"
"494",39409,4.11121527777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","431.YBUS","Chips"
"495",39411,8.81797453703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","432.YBUS","Chips"
"496",39413,4.1333912037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","433.YBUS","Chips"
"497",39417,13.4121875,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","434.YBUS","Chips"
"498",39419,4.37278935185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","435.YBUS","Chips"
"499",39420,7.46268518518518,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","436.YBUS","Chips"
"500",39427,7.18037037037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","437.YBUS","Chips"
"501",39428,6.72428240740741,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","438.YBUS","Chips"
"502",39431,10.9122569444444,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","439.YBUS","Chips"
"503",39432,6.16065972222222,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","440.YBUS","Chips"
"504",39433,4.64040509259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","441.YBUS","Chips"
"505",39434,14.4872222222222,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","442.YBUS","Chips"
"506",39436,6.92251157407407,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","443.YBUS","Chips"
"507",39437,5.68623842592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","444.YBUS","Chips"
"508",39444,3.97087962962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","445.YBUS","Chips"
"509",39447,6.24887731481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","446.YBUS","Chips"
"510",39449,3.67408564814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","447.YBUS","Chips"
"511",39452,3.76226851851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","448.YBUS","Chips"
"512",39456,3.64739583333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","449.YBUS","Chips"
"513",39461,6.97030092592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","450.YBUS","Chips"
"514",39462,3.62766203703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","451.YBUS","Chips"
"515",39465,5.79833333333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","452.YBUS","Chips"
"516",39466,6.8846875,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","453.YBUS","Chips"
"517",39467,3.0496875,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","454.YBUS","Chips"
"518",39468,3.51953703703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","455.YBUS","Chips"
"519",39471,3.61934027777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","456.YBUS","Chips"
"520",39473,7.30435185185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","457.YBUS","Chips"
"521",39474,4.57395833333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","458.YBUS","Chips"
"522",39475,3.43947916666667,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","459.YBUS","Chips"
"523",39477,3.05085648148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","460.YBUS","Chips"
"524",39478,3.5928587962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","461.YBUS","Chips"
"525",39479,3.20440972222222,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","462.YBUS","Chips"
"526",39481,4.29508101851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","463.YBUS","Chips"
"527",39482,3.37741898148148,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","464.YBUS","Chips"
"528",39483,5.47680555555556,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","465.YBUS","Chips"
"529",39484,4.86961805555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","466.YBUS","Chips"
"530",39487,3.44876157407407,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","467.YBUS","Chips"
"531",39488,4.35175925925926,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","468.YBUS","Chips"
"532",39491,4.99236111111111,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","469.YBUS","Chips"
"533",39492,3.3230787037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","470.YBUS","Chips"
"534",39493,2.95756944444444,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","471.YBUS","Chips"
"535",39494,3.83822916666667,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","472.YBUS","Chips"
"536",39495,3.84023148148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","473.YBUS","Chips"
"537",39497,3.7990162037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","474.YBUS","Chips"
"538",39499,6.30421296296296,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","475.YBUS","Chips"
"539",39501,3.77957175925926,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","476.YBUS","Chips"
"540",39502,3.60894675925926,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","477.YBUS","Chips"
"541",39503,5.3555787037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","478.YBUS","Chips"
"542",39504,5.24502314814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","479.YBUS","Chips"
"543",39508,3.12321759259259,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","480.YBUS","Chips"
"544",39521,4.94096064814815,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","481.YBUS","Chips"
"545",39522,10.1288194444444,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","482.YBUS","Chips"
"546",39524,3.76091435185185,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","483.YBUS","Chips"
"547",39525,6.53663194444444,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","484.YBUS","Chips"
"548",39526,4.5774537037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","Yolo","Vemco","485.YBUS","Chips"
"549",39531,3.48943287037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","486.YBUS","Chips"
"550",39532,13.6196875,"Middle Sacramento River",2016,"Late-Fall","hatchery","Yolo","Vemco","487.YBUS","Chips"
"551",39536,3.30238425925926,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","488.YBUS","Chips"
"552",39537,5.92922453703704,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","489.YBUS","Chips"
"553",39538,3.32138888888889,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","490.YBUS","Chips"
"554",39539,3.33212962962963,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","491.YBUS","Chips"
"555",39541,3.82524305555556,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","492.YBUS","Chips"
"556",39544,4.89945601851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","493.YBUS","Chips"
"557",39545,17.3041435185185,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","494.YBUS","Chips"
"558",39546,4.4071412037037,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","495.YBUS","Chips"
"559",39547,8.87561342592593,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","496.YBUS","Chips"
"560",39548,2.62372685185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","497.YBUS","Chips"
"561",39549,3.36862268518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","498.YBUS","Chips"
"562",39550,2.28246527777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","499.YBUS","Chips"
"563",39551,7.45025462962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","500.YBUS","Chips"
"564",39552,1.82576388888889,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","501.YBUS","Chips"
"565",39553,3.72969907407407,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","502.YBUS","Chips"
"566",39554,3.105625,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","503.YBUS","Chips"
"567",39555,4.16314814814815,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","504.YBUS","Chips"
"568",39557,2.70230324074074,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","505.YBUS","Chips"
"569",39558,3.74487268518519,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","506.YBUS","Chips"
"570",39559,3.00012731481481,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","507.YBUS","Chips"
"571",39560,6.1896412037037,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","508.YBUS","Chips"
"572",39561,3.75634259259259,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","509.YBUS","Chips"
"573",39563,11.9387384259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","510.YBUS","Chips"
"574",39565,5.16297453703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","511.YBUS","Chips"
"575",39569,2.09774305555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","512.YBUS","Chips"
"576",39570,2.13516203703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","513.YBUS","Chips"
"577",39571,3.23311342592593,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","514.YBUS","Chips"
"578",39574,3.92765046296296,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","515.YBUS","Chips"
"579",39577,3.49171296296296,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","516.YBUS","Chips"
"580",39578,3.94940972222222,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","517.YBUS","Chips"
"581",39579,3.88633101851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","518.YBUS","Chips"
"582",39580,3.71696759259259,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","519.YBUS","Chips"
"583",39582,4.83782407407407,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","520.YBUS","Chips"
"584",39583,10.4062731481481,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","521.YBUS","Chips"
"585",39584,4.2744212962963,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","522.YBUS","Chips"
"586",39586,3.81387731481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","523.YBUS","Chips"
"587",39588,1.849375,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","524.YBUS","Chips"
"588",39589,1.79803240740741,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","525.YBUS","Chips"
"589",39590,2.34018518518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","526.YBUS","Chips"
"590",39591,6.36914351851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","527.YBUS","Chips"
"591",39592,3.86790509259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","528.YBUS","Chips"
"592",39594,7.43479166666667,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","529.YBUS","Chips"
"593",39595,4.45415509259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","530.YBUS","Chips"
"594",39597,13.9826273148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","531.YBUS","Chips"
"595",39598,7.91103009259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","532.YBUS","Chips"
"596",39599,5.32270833333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","533.YBUS","Chips"
"597",39602,6.39679398148148,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","534.YBUS","Chips"
"598",39603,14.5775925925926,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","535.YBUS","Chips"
"599",39605,7.46396990740741,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","536.YBUS","Chips"
"600",39606,4.78171296296296,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","537.YBUS","Chips"
"601",39607,3.43815972222222,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","538.YBUS","Chips"
"602",39610,3.40444444444444,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","539.YBUS","Chips"
"603",39612,3.41450231481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","540.YBUS","Chips"
"604",39613,3.96983796296296,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","541.YBUS","Chips"
"605",39616,4.92321759259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","542.YBUS","Chips"
"606",39617,5.38444444444444,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","543.YBUS","Chips"
"607",39618,3.82141203703704,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","544.YBUS","Chips"
"608",39619,3.87104166666667,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","545.YBUS","Chips"
"609",39621,4.35096064814815,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","546.YBUS","Chips"
"610",39622,3.31049768518519,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","547.YBUS","Chips"
"611",39623,6.47008101851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","548.YBUS","Chips"
"612",39624,4.44797453703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","549.YBUS","Chips"
"613",39625,2.81564814814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","550.YBUS","Chips"
"614",39627,2.40318287037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","551.YBUS","Chips"
"615",39628,2.59037037037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","552.YBUS","Chips"
"616",39629,1.89233796296296,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","553.YBUS","Chips"
"617",39630,1.88543981481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","554.YBUS","Chips"
"618",39631,5.97083333333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","555.YBUS","Chips"
"619",39632,2.40400462962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","556.YBUS","Chips"
"620",39633,1.94804398148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","557.YBUS","Chips"
"621",39636,3.5684375,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","558.YBUS","Chips"
"622",39637,8.18090277777778,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","559.YBUS","Chips"
"623",39638,14.146412037037,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","560.YBUS","Chips"
"624",39642,8.63357638888889,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","561.YBUS","Chips"
"625",39643,2.59165509259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","562.YBUS","Chips"
"626",39644,5.57359953703704,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","563.YBUS","Chips"
"627",39645,5.49835648148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","564.YBUS","Chips"
"628",39646,2.59502314814815,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","565.YBUS","Chips"
"629",39648,2.04164351851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","566.YBUS","Chips"
"630",39649,5.16924768518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","567.YBUS","Chips"
"631",39650,2.42180555555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","568.YBUS","Chips"
"632",39652,3.08930555555556,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","569.YBUS","Chips"
"633",39661,4.71929398148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","570.YBUS","Chips"
"634",39662,2.72165509259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","571.YBUS","Chips"
"635",39663,3.32215277777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","572.YBUS","Chips"
"636",39664,3.71329861111111,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","573.YBUS","Chips"
"637",39665,5.50869212962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","574.YBUS","Chips"
"638",39666,2.25398148148148,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","575.YBUS","Chips"
"639",39668,2.25425925925926,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","576.YBUS","Chips"
"640",39669,4.17770833333333,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","577.YBUS","Chips"
"641",39671,3.72060185185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","578.YBUS","Chips"
"642",39672,2.7203125,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","579.YBUS","Chips"
"643",39673,2.23128472222222,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","580.YBUS","Chips"
"644",39675,6.60371527777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","581.YBUS","Chips"
"645",39676,2.45216435185185,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","582.YBUS","Chips"
"646",39677,2.07701388888889,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","583.YBUS","Chips"
"647",39680,2.46174768518519,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","584.YBUS","Chips"
"648",39681,2.75543981481481,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","585.YBUS","Chips"
"649",39683,9.7406712962963,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","586.YBUS","Chips"
"650",39685,4.84900462962963,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","587.YBUS","Chips"
"651",39686,3.78729166666667,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","588.YBUS","Chips"
"652",39689,9.38378472222222,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","589.YBUS","Chips"
"653",39692,2.69902777777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","590.YBUS","Chips"
"654",39693,2.76759259259259,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","591.YBUS","Chips"
"655",39694,2.46289351851852,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","592.YBUS","Chips"
"656",39695,3.13644675925926,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","593.YBUS","Chips"
"657",39696,3.59943287037037,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","594.YBUS","Chips"
"658",39697,4.11712962962963,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","595.YBUS","Chips"
"659",39699,4.08695601851852,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","596.YBUS","Chips"
"660",39701,6.73569444444444,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","597.YBUS","Chips"
"661",39702,3.17248842592593,"Tidal Delta",2016,"Late-Fall","hatchery","Yolo","Vemco","598.YBUS","Chips"
"662",39704,2.0958912037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","599.YBUS","Chips"
"663",39706,3.07586805555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","600.YBUS","Chips"
"664",39707,3.05152777777778,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","601.YBUS","Chips"
"665",39710,2.02599537037037,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacRSlough","Vemco","602.YBUS","Chips"
"666",39711,2.05990740740741,"Middle Sacramento River",2016,"Late-Fall","hatchery","SacR","Vemco","603.YBUS","Chips"
"667",39712,4.16680555555556,"Middle Sacramento River",2016,"Late-Fall","hatchery","CenDel","Vemco","604.YBUS","Chips"
