"","TagID","travel_time","Release_Group_SAIL","Year","Group","origin","Route","TagType","FishID","tt.grp"
"870",33566,17.2210706,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3208","Ben.Dec"
"871",33688,37.91895833,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3321","Chips"
"872",33565,7.270324074,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3207","Chips"
"873",33574,31.18386574,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3215","Chips"
"874",33614,13.9946875,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3254","Chips"
"875",33548,39.97824074,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3190","Chips"
"876",33609,31.63590278,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3249","Chips"
"877",33531,9.91212963,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3174","Chips"
"878",33631,8.130347222,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3269","Chips"
"879",33529,33.65853588,"Upper Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3172","Ben.Dec"
"880",33528,39.93690972,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3171","Chips"
"881",33535,13.99513889,"Upper Sacramento River",2010,"late-fall","hatchery","SacRSlough, CenDel","Vemco","LFC3178","Chips"
"882",33540,35.27697917,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3183","Chips"
"883",33551,25.00618056,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3193","Chips"
"884",33663,41.03898148,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3297","Chips"
"885",33598,9.979756944,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough, CenDel","Vemco","LFC3238","Chips"
"886",33634,55.49528935,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3272","Chips"
"887",33661,9.349259259,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3295","Chips"
"888",33591,37.86885417,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3231","Chips"
"889",33592,8.12818287,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3232","Chips"
"890",33639,11.43788773,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3275","Ben.Dec"
"891",33646,22.33538194,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3281","Chips"
"892",63814,15.80274306,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3438","Chips"
"893",33753,16.90833333,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3376","Chips"
"894",63807,15.77739583,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3431","Chips"
"895",63761,52.13753472,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3386","Chips"
"896",63765,18.06783565,"Middle Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3390","Chips"
"897",63820,56.71998843,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3444","Chips"
"898",63816,15.9852662,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3440","Chips"
"899",33752,15.82539352,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3375","Chips"
"900",63763,13.17740741,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3388","Chips"
"901",63764,16.28394676,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3389","Chips"
"902",33718,15.74686343,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3348","Chips"
"903",63782,15.86553241,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3407","Chips"
"904",63778,70.54643519,"Upper Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3403","Chips"
"905",33698,16.92072917,"Upper Sacramento River",2010,"late-fall","hatchery","SacRSlough","Vemco","LFC3330","Chips"
"906",63781,15.93491898,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3406","Chips"
"907",33695,16.25390046,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3327","Chips"
"908",63784,24.67513889,"Upper Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3409","Chips"
"909",33705,21.00559028,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3337","Chips"
"910",63777,14.77203704,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3402","Chips"
"911",33707,16.26002315,"Upper Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3339","Chips"
"912",63841,14.9103125,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3465","Chips"
"913",63833,15.91197917,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3457","Chips"
"914",33729,16.28657407,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3356","Chips"
"915",63843,15.18417824,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3467","Chips"
"916",33747,16.33532407,"Middle Sacramento River",2010,"late-fall","hatchery","SacR","Vemco","LFC3371","Chips"
"917",63836,13.27487269,"Middle Sacramento River",2010,"late-fall","hatchery","CenDel","Vemco","LFC3460","Chips"
"918",21825,7.32193287,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4404","Chips"
"919",21789,6.836087963,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4373","Chips"
"920",21757,8.363506944,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4337","Chips"
"921",21750,6.318929398,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4338","Ben.Dec"
"922",21772,5.174490741,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4358","Chips"
"923",21818,5.059884259,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4398","Ben.Dec"
"924",21786,25.75361111,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4370","Chips"
"925",21794,6.354664352,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4378","Chips"
"926",21721,7.307025463,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4310","Chips"
"927",21730,6.614832176,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4318","Ben.Dec"
"928",21777,10.1668287,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4362","Chips"
"929",21808,10.25070602,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4391","Chips"
"930",21817,5.356412037,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4397","Chips"
"931",21717,8.002476852,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4307","Chips"
"932",21759,6.806319444,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4345","Chips"
"933",21788,8.155335648,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4372","Chips"
"934",21798,5.325740741,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4382","Chips"
"935",21727,28.19467593,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4316","Chips"
"936",21761,5.9696875,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4347","Chips"
"937",21779,5.794502315,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4364","Chips"
"938",21820,10.26982639,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4400","Chips"
"939",21835,6.631967593,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4414","Chips"
"940",21723,5.407320602,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4312","Ben.Dec"
"941",21791,5.010497685,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4375","Chips"
"942",21792,5.765266204,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4376","Chips"
"943",21805,6.229884259,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4388","Ben.Dec"
"944",21806,9.018553241,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4389","Chips"
"945",21811,9.055810185,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4393","Chips"
"946",21830,6.845138889,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4409","Chips"
"947",21834,6.159166667,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4413","Chips"
"948",21754,6.107505787,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4341","Ben.Dec"
"949",21762,5.123009259,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4348","Chips"
"950",21735,6.057407407,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4323","Ben.Dec"
"951",21783,9.882517361,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4368","Ben.Dec"
"952",21795,5.832372685,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4379","Chips"
"953",21815,5.852361111,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4395","Chips"
"954",21726,11.22825231,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4315","Ben.Dec"
"955",21744,6.339299769,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4331","Ben.Dec"
"956",21802,7.551984954,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4385","Ben.Dec"
"957",21770,5.314988426,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4356","Chips"
"958",21760,19.99214699,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4346","Ben.Dec"
"959",21764,14.99752315,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4350","Chips"
"960",21769,5.151400463,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4355","Chips"
"961",21797,8.118148148,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4381","Chips"
"962",21729,5.645821759,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4317","Ben.Dec"
"963",21814,22.11763889,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4394","Chips"
"964",21827,7.116018519,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4406","Chips"
"965",21707,6.744241898,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4297","Ben.Dec"
"966",21766,5.094618056,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4352","Ben.Dec"
"967",21737,8.870868056,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4325","Ben.Dec"
"968",39393,17.18256944,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4458","Chips"
"969",39380,26.24119213,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough, CenDel","Vemco","LFC4447","Chips"
"970",39451,19.24086806,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4511","Chips"
"971",39448,25.01246528,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4508","Chips"
"972",39399,19.14931713,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4464","Chips"
"973",39408,16.09563657,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4472","Chips"
"974",39416,24.01119213,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4480","Chips"
"975",39434,28.23711806,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4494","Chips"
"976",39466,7.67244213,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4526","Chips"
"977",39463,62.6851331,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4523","Ben.Dec"
"978",21852,22.97043981,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4431","Chips"
"979",39444,25.06604167,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4504","Chips"
"980",21848,14.10568287,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4427","Chips"
"981",39473,15.10149306,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4531","Chips"
"982",39437,18.15096065,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4497","Chips"
"983",39447,16.12799769,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4507","Chips"
"984",39475,48.44355324,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4533","Chips"
"985",39478,17.76023148,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough, CenDel","Vemco","LFC4536","Chips"
"986",39384,45.08284722,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4451","Chips"
"987",39430,9.919739583,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4491","Ben.Dec"
"988",39461,25.21002315,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4521","Chips"
"989",39436,48.7425,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4496","Chips"
"990",21857,38.84474537,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4436","Chips"
"991",21864,20.24321759,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4442","Chips"
"992",39391,17.12849537,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4456","Chips"
"993",39468,7.844328704,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4528","Chips"
"994",21838,24.01431713,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4417","Chips"
"995",21842,16.67453704,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4421","Chips"
"996",39432,19.23903935,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4493","Chips"
"997",39389,9.169583333,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4455","Chips"
"998",39412,18.90516204,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4476","Chips"
"999",39474,9.014791667,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4532","Chips"
"1000",21847,16.17913194,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4426","Chips"
"1001",21861,10.91626157,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4439","Chips"
"1002",21856,13.7481713,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4435","Chips"
"1003",39394,18.17821759,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4459","Chips"
"1004",39417,15.3768287,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4481","Chips"
"1005",39441,10.00791667,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4501","Chips"
"1006",39452,31.12471065,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4512","Chips"
"1007",21841,11.04081019,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4420","Chips"
"1008",39439,14.59292824,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4499","Chips"
"1009",39406,9.099652778,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4470","Chips"
"1010",21845,14.15658565,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4424","Chips"
"1011",39410,14.14508102,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4474","Chips"
"1012",39431,24.22996528,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4492","Chips"
"1013",21851,10.99943287,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4430","Chips"
"1014",21859,10.59788194,"Upper Sacramento River",2011,"late-fall","hatchery","CenDel","Vemco","LFC4438","Chips"
"1015",21863,8.929351852,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4441","Chips"
"1016",21868,16.18467593,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough, CenDel","Vemco","LFC4445","Chips"
"1017",21869,16.99130787,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4446","Chips"
"1018",39383,56.81109954,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4450","Chips"
"1019",21840,18.70644676,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4419","Chips"
"1020",21850,61.17475694,"Upper Sacramento River",2011,"late-fall","hatchery","SacRSlough","Vemco","LFC4429","Chips"
"1021",39395,9.044756944,"Upper Sacramento River",2011,"late-fall","hatchery","SacR","Vemco","LFC4460","Chips"
"1022",1,5.00821919,"Tidal Delta",2016,"Fall","hatchery","SacR","JSATS","ARF2016-009","Chips"
"1023",2,6.038989572,"Tidal Delta",2016,"Fall","hatchery","SacR","JSATS","ARF2016-076","Chips"
"1024",3,5.546001447,"Tidal Delta",2016,"Fall","hatchery","SacR","JSATS","ARF2016-106","Chips"
"1025",4,3.421472361,"Tidal Delta",2016,"Fall","hatchery","SacR","JSATS","ARF2016-114","Chips"
"1026",5,6.12675515,"Tidal Delta",2016,"Fall","hatchery","SacRSlough","JSATS","ARF2016-173","Chips"
"1027",6,5.938021516,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-005","Chips"
"1028",7,2.857594329,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-007","Chips"
"1029",8,3.426394931,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-012","Chips"
"1030",9,3.809855984,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-016","Chips"
"1031",10,3.917853171,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-022","Chips"
"1032",11,5.89481265,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-024","Chips"
"1033",12,3.826625648,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-026","Chips"
"1034",13,3.952027882,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-030","Chips"
"1035",14,6.46674963,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-045","Chips"
"1036",15,2.865607118,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-047","Chips"
"1037",16,2.92198081,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-049","Chips"
"1038",17,5.137700845,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-050","Chips"
"1039",18,3.934202407,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-051","Chips"
"1040",19,3.900497616,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-054","Chips"
"1041",20,2.862026725,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-058","Chips"
"1042",21,3.804435451,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-064","Chips"
"1043",22,6.008985463,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-075","Chips"
"1044",23,3.807415139,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-079","Chips"
"1045",24,5.960663924,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-081","Chips"
"1046",25,3.992796748,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-101","Chips"
"1047",26,4.841694317,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-105","Chips"
"1048",27,6.023383889,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-108","Chips"
"1049",28,2.849910081,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-114","Chips"
"1050",29,3.937599178,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-115","Chips"
"1051",30,3.841000856,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-117","Chips"
"1052",31,5.005969664,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-118","Chips"
"1053",32,3.83485772,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-121","Chips"
"1054",33,4.894428958,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-130","Chips"
"1055",34,5.987220926,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-135","Chips"
"1056",35,3.411964491,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-136","Chips"
"1057",36,4.399790486,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-139","Chips"
"1058",37,3.741574097,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-152","Chips"
"1059",38,3.137971806,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-157","Chips"
"1060",39,4.702446644,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-159","Chips"
"1061",40,3.690511956,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-170","Chips"
"1062",41,3.118376042,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-173","Chips"
"1063",42,3.124274699,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-177","Chips"
"1064",43,3.648416285,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-184","Chips"
"1065",44,3.100334769,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-194","Chips"
"1066",45,4.777066563,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-200","Chips"
"1067",46,3.110091343,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-205","Chips"
"1068",47,3.087120428,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-206","Chips"
"1069",48,5.717364583,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-211","Chips"
"1070",49,3.177554757,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-213","Chips"
"1071",50,3.205827639,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-214","Chips"
"1072",51,3.027352106,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-219","Chips"
"1073",52,3.121043079,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-248","Chips"
"1074",53,3.142732141,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-258","Chips"
"1075",54,2.721326053,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-266","Chips"
"1076",55,4.673446227,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-269","Chips"
"1077",56,4.151575521,"Tidal Delta",2017,"Fall","hatchery","SacRSlough","JSATS","ARF2017-270","Chips"
"1078",57,3.49068,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-271","Chips"
"1079",58,3.13153485,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-286","Chips"
"1080",59,3.140726273,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-290","Chips"
"1081",60,3.142396956,"Tidal Delta",2017,"Fall","hatchery","SacR","JSATS","ARF2017-292","Chips"
"1082",61,12.45548365,"Upper Sacramento River",2013,"Fall","hatchery","SacR","JSATS","CFC2013-023","Ben.Dec"
"1083",62,11.27306791,"Upper Sacramento River",2013,"Fall","hatchery","SacR","JSATS","CFC2013-030","Ben.Dec"
"1084",63,10.24550455,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-044","Ben.Dec"
"1085",64,12.54126792,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-111","Ben.Dec"
"1086",65,10.8975816,"Upper Sacramento River",2013,"Fall","hatchery","CenDel","JSATS","CFC2013-162","Ben.Ant"
"1087",66,11.61194883,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-163","Ben.Dec"
"1088",67,12.60793144,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-177","Ben.Dec"
"1089",68,10.05872496,"Upper Sacramento River",2013,"Fall","hatchery","SacR","JSATS","CFC2013-179","Ben.Dec"
"1090",69,17.53432635,"Upper Sacramento River",2013,"Fall","hatchery","SacR","JSATS","CFC2013-193","Ben.Dec"
"1091",70,11.3892986,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-208","Ben.Dec"
"1092",71,12.06878504,"Upper Sacramento River",2013,"Fall","hatchery","SacRSlough","JSATS","CFC2013-216","Ben.Dec"
"1093",72,13.91490208,"Upper Sacramento River",2013,"Fall","hatchery","CenDel","JSATS","CFC2013-251","Ben.Ant"
"1094",73,13.5712865,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-011","Chips"
"1095",74,15.87432249,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-012","Chips"
"1096",75,12.77421516,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-015","Chips"
"1097",76,12.87776597,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-024","Chips"
"1098",77,7.236919537,"Upper Sacramento River",2017,"Fall","hatchery","Yolo","JSATS","CFC2017-026","Chips"
"1099",78,6.752079734,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-029","Chips"
"1100",79,5.688922292,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-031","Chips"
"1101",80,7.324769583,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-032","Chips"
"1102",81,9.911923924,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-034","Ben.Dec"
"1103",82,10.39416799,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-035","Chips"
"1104",83,6.255985162,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-037","Chips"
"1105",84,8.23614537,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-038","Chips"
"1106",85,7.471021412,"Upper Sacramento River",2017,"Fall","hatchery","Yolo, SacRSlough","JSATS","CFC2017-039","Ben.Dec"
"1107",86,12.88263708,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-041","Chips"
"1108",87,5.772794734,"Upper Sacramento River",2017,"Fall","hatchery","SacR","JSATS","CFC2017-042","Chips"
