FishID,TagID,travel_time,Release_Group_SAIL,Year,Route,TagType,tt.grp,River_temp
1.MJ,2051,11.77087963,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
1.YBUS,36186,6.547847222,Middle Sacramento River,2016,SacR,Vemco,Chips,11
10.MJ,2067,6.688009259,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
10.YBUS,36367,17.55146991,Middle Sacramento River,2016,SacR,Vemco,Chips,13
100.YBUS,38784,6.918587963,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
101.YBUS,38788,12.98334491,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
102.YBUS,38789,4.662314815,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
103.YBUS,38791,4.165949074,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
104.YBUS,38792,4.065752315,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
105.YBUS,38793,6.704340278,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
106.YBUS,38795,4.644513889,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
107.YBUS,38796,4.144189815,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
108.YBUS,38798,4.119108796,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
109.YBUS,38799,8.216782407,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
11.MJ,2070,6.044340278,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
11.YBUS,36371,9.213055556,Middle Sacramento River,2016,SacR,Vemco,Chips,13
110.YBUS,38815,5.163761574,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
111.YBUS,38823,4.653611111,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
112.YBUS,38824,5.199918981,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
113.YBUS,38826,4.636064815,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
114.YBUS,38828,4.450613426,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.1
115.YBUS,38829,5.984664352,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.1
116.YBUS,38831,4.427210648,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
117.YBUS,38835,10.67515046,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.1
118.YBUS,38836,8.593622685,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.1
119.YBUS,38837,6.874826389,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
12.MJ,2075,9.773020833,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
12.YBUS,36374,7.075532407,Middle Sacramento River,2016,SacR,Vemco,Chips,13
120.YBUS,38841,9.018148148,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.1
121.YBUS,38848,4.443912037,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
122.YBUS,38850,3.886319444,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
123.YBUS,38852,3.887916667,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.1
124.YBUS,38854,6.458680556,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
125.YBUS,38856,5.682407407,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
126.YBUS,38857,11.12834491,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
127.YBUS,38858,3.642777778,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
128.YBUS,38859,4.197581019,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
129.YBUS,38860,12.9690625,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
13.MJ,2076,11.78644676,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
13.YBUS,36380,6.145162037,Middle Sacramento River,2016,SacR,Vemco,Chips,13
130.YBUS,38861,5.240520833,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
131.YBUS,38864,5.763923611,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
132.YBUS,38867,6.455439815,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
133.YBUS,38869,3.791666667,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
134.YBUS,38871,12.95642361,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
135.YBUS,38872,4.344490741,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
136.YBUS,38874,4.138229167,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
137.YBUS,38875,3.653912037,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
138.YBUS,38876,8.293275463,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.4
139.YBUS,38880,9.842638889,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.4
14.MJ,2078,7.844502315,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
14.YBUS,36384,4.494976852,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11
140.YBUS,38882,7.726782407,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
141.YBUS,38884,4.653518519,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
142.YBUS,38889,7.729930556,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
143.YBUS,38890,5.738287037,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
144.YBUS,38892,4.377581019,Middle Sacramento River,2016,SacR,Vemco,Chips,14
145.YBUS,38899,4.937986111,Middle Sacramento River,2016,SacR,Vemco,Chips,14
146.YBUS,38901,8.025775463,Middle Sacramento River,2016,CenDel,Vemco,Chips,14
147.YBUS,38903,4.061215278,Middle Sacramento River,2016,SacR,Vemco,Chips,14
148.YBUS,38904,2.866527778,Middle Sacramento River,2016,SacR,Vemco,Chips,14
149.YBUS,38905,26.21528935,Middle Sacramento River,2016,CenDel,Vemco,Chips,14
15.MJ,2079,13.10267361,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
15.YBUS,36387,5.083483796,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11
150.YBUS,38907,5.984131944,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14
151.YBUS,38909,3.351747685,Middle Sacramento River,2016,SacR,Vemco,Chips,14
152.YBUS,38914,3.863981481,Middle Sacramento River,2016,SacR,Vemco,Chips,14
153.YBUS,38916,7.022152778,Middle Sacramento River,2016,SacR,Vemco,Chips,14
154.YBUS,38918,3.354988426,Middle Sacramento River,2016,SacR,Vemco,Chips,14
155.YBUS,38926,3.797303241,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
156.YBUS,38928,5.490787037,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
157.YBUS,38929,16.7962037,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
158.YBUS,38930,3.962534722,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
159.YBUS,38933,3.792581019,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
16.MJ,2080,7.550625,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
16.YBUS,36390,6.037037037,Middle Sacramento River,2016,SacR,Vemco,Chips,11
160.YBUS,38936,5.493668981,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
161.YBUS,38937,9.896238426,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
162.YBUS,38938,3.105,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
163.YBUS,38939,3.222534722,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
164.YBUS,38940,3.664293981,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
165.YBUS,38942,5.915648148,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
166.YBUS,38943,6.719050926,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
167.YBUS,38945,4.82505787,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
168.YBUS,38946,3.051770833,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
169.YBUS,38953,3.056469907,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
17.MJ,2081,6.239502315,Middle Sacramento River,2012,SacRSlough,Vemco,Chips,13.8
17.YBUS,36393,8.149606481,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11
170.YBUS,38956,3.799305556,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
171.YBUS,38957,6.338634259,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
172.YBUS,38958,3.885775463,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
173.YBUS,38960,3.216365741,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
174.YBUS,38963,2.7825,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
175.YBUS,38964,3.324548611,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
176.YBUS,38965,12.58975694,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
177.YBUS,38967,3.335011574,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
178.YBUS,38968,3.880416667,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
179.YBUS,38969,5.905439815,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
18.MJ,2082,6.259212963,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
18.YBUS,36394,5.564074074,Middle Sacramento River,2016,SacR,Vemco,Chips,11
180.YBUS,38972,2.908680556,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
181.YBUS,38974,3.338055556,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
182.YBUS,38975,3.345,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
183.YBUS,38978,3.974976852,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
184.YBUS,38979,3.676689815,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
185.YBUS,38980,3.21181713,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
186.YBUS,38981,3.718483796,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
187.YBUS,38982,4.699247685,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
188.YBUS,38984,3.709884259,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
189.YBUS,38985,6.385196759,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
19.MJ,2083,8.844722222,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
19.YBUS,36396,8.663310185,Middle Sacramento River,2016,SacR,Vemco,Chips,11
190.YBUS,38986,3.583564815,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
191.YBUS,38989,6.679212963,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
192.YBUS,38990,3.487395833,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
193.YBUS,38991,4.129930556,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.6
194.YBUS,38992,3.530775463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
195.YBUS,38993,3.630775463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
196.YBUS,38994,3.49380787,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
197.YBUS,38995,3.013310185,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
198.YBUS,38996,6.187048611,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
199.YBUS,38999,5.687268519,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
2.MJ,2055,13.81670139,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
2.YBUS,36341,5.037337963,Middle Sacramento River,2016,SacR,Vemco,Chips,11
20.MJ,2084,5.919201389,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
20.YBUS,36397,4.963402778,Middle Sacramento River,2016,SacR,Vemco,Chips,11
200.YBUS,39000,3.188333333,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
201.YBUS,39001,4.138321759,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
202.YBUS,39002,5.640486111,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
203.YBUS,39003,2.988761574,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
204.YBUS,39004,4.938101852,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
205.YBUS,39005,11.86519676,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
206.YBUS,39006,5.903530093,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
207.YBUS,39008,6.217708333,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
208.YBUS,39009,3.27630787,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
209.YBUS,39010,2.889953704,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
21.MJ,2085,13.04612269,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
21.YBUS,36403,3.543344907,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
210.YBUS,39013,6.444606481,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
211.YBUS,39014,3.871238426,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
212.YBUS,39016,3.826793981,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
213.YBUS,39018,2.680219907,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.5
214.YBUS,39020,6.698275463,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.5
215.YBUS,39021,9.389224537,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
216.YBUS,39022,2.721446759,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.5
217.YBUS,39024,7.324733796,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.5
218.YBUS,39025,3.197303241,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.5
219.YBUS,39027,11.39408565,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
22.MJ,2086,9.882534722,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
22.YBUS,36405,6.961319444,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
220.YBUS,39031,5.522696759,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
221.YBUS,39032,8.749305556,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
222.YBUS,39034,4.180960648,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
223.YBUS,39036,3.08474537,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
224.YBUS,39040,2.2503125,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
225.YBUS,39041,2.261550926,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
226.YBUS,39045,2.118321759,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
227.YBUS,39046,2.232430556,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
228.YBUS,39050,2.23525463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
229.YBUS,39052,2.488784722,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
23.MJ,2087,14.06290509,Middle Sacramento River,2012,SacRSlough,Vemco,Chips,13.8
23.YBUS,36409,5.535821759,Middle Sacramento River,2016,SacR,Vemco,Chips,13
230.YBUS,39054,3.860393519,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.6
231.YBUS,39057,10.4918287,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.6
232.YBUS,39059,3.272847222,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
233.YBUS,39060,4.25099537,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
234.YBUS,39061,2.751921296,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
235.YBUS,39063,5.669907407,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.5
236.YBUS,39065,3.286261574,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.5
237.YBUS,39067,3.87369213,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
238.YBUS,39069,9.458078704,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
239.YBUS,39070,4.304050926,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
24.MJ,2089,13.09688657,Middle Sacramento River,2012,SacRSlough,Vemco,Chips,13.8
24.YBUS,36412,5.643981481,Middle Sacramento River,2016,SacR,Vemco,Chips,13
240.YBUS,39071,16.51023148,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
241.YBUS,39075,3.659259259,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
242.YBUS,39076,8.40025463,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
243.YBUS,39077,9.512372685,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
244.YBUS,39078,2.67099537,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
245.YBUS,39079,2.310914352,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
246.YBUS,39081,1.798043981,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
247.YBUS,39082,4.321157407,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
248.YBUS,39084,2.250347222,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
249.YBUS,39085,6.491261574,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
25.MJ,2098,16.15976852,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
25.YBUS,36416,5.645891204,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13
250.YBUS,39086,1.875555556,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
251.YBUS,39087,4.596446759,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
252.YBUS,39088,2.522858796,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
253.YBUS,39090,2.544386574,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
254.YBUS,39092,2.518194444,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
255.YBUS,39095,4.343263889,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
256.YBUS,39096,5.282199074,Middle Sacramento River,2016,SacR,Vemco,Chips,13
257.YBUS,39097,3.777777778,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13
258.YBUS,39098,3.254363426,Middle Sacramento River,2016,SacR,Vemco,Chips,13
259.YBUS,39099,2.907303241,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
26.MJ,2102,8.91525463,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
26.YBUS,36420,16.5862037,Middle Sacramento River,2016,SacR,Vemco,Chips,13
260.YBUS,39100,3.371655093,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
261.YBUS,39102,13.39864583,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
262.YBUS,39103,7.509733796,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
263.YBUS,39107,3.014247685,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,12.9
264.YBUS,39108,3.111793981,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
265.YBUS,39110,2.5453125,Middle Sacramento River,2016,SacR,Vemco,Chips,12.9
266.YBUS,39111,2.527673611,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,12.9
267.YBUS,39112,3.767581019,Middle Sacramento River,2016,SacR,Vemco,Chips,13
268.YBUS,39113,2.787060185,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13
269.YBUS,39114,3.225902778,Middle Sacramento River,2016,SacR,Vemco,Chips,13
27.MJ,2103,6.711446759,Middle Sacramento River,2012,SacRSlough,Vemco,Chips,13.8
27.YBUS,36423,4.466516204,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13
270.YBUS,39115,2.729918981,Middle Sacramento River,2016,SacR,Vemco,Chips,13
271.YBUS,39116,2.815347222,Middle Sacramento River,2016,SacR,Vemco,Chips,13
272.YBUS,39117,5.756747685,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
273.YBUS,39120,11.57913194,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
274.YBUS,39123,4.362881944,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
275.YBUS,39124,3.31869213,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
276.YBUS,39125,3.869236111,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
277.YBUS,39126,4.365208333,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
278.YBUS,39127,2.843634259,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
279.YBUS,39128,4.011238426,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
28.MJ,2117,5.765,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
28.YBUS,36425,17.23782407,Middle Sacramento River,2016,SacR,Vemco,Chips,12.1
280.YBUS,39130,6.38931713,Middle Sacramento River,2016,CenDel,Vemco,Chips,12.5
281.YBUS,39134,3.9503125,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
282.YBUS,39135,4.434907407,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
283.YBUS,39136,4.491516204,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
284.YBUS,39137,8.6871875,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
285.YBUS,39139,7.640439815,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
286.YBUS,39140,2.905381944,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
287.YBUS,39143,7.076967593,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
288.YBUS,39144,9.214780093,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.2
289.YBUS,39146,3.785219907,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
29.MJ,2122,16.10731481,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
29.YBUS,36433,16.73296296,Middle Sacramento River,2016,SacR,Vemco,Chips,12.1
290.YBUS,39148,3.24962963,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
291.YBUS,39152,2.090960648,Middle Sacramento River,2016,SacR,Vemco,Chips,13
292.YBUS,39153,2.712986111,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13
293.YBUS,39156,2.26568287,Middle Sacramento River,2016,SacR,Vemco,Chips,13
294.YBUS,39157,3.733819444,Middle Sacramento River,2016,SacR,Vemco,Chips,13
295.YBUS,39158,2.706284722,Middle Sacramento River,2016,SacR,Vemco,Chips,13
296.YBUS,39160,5.810787037,Middle Sacramento River,2016,SacR,Vemco,Chips,13
297.YBUS,39162,8.859039352,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
298.YBUS,39163,3.237685185,Middle Sacramento River,2016,SacR,Vemco,Chips,13
299.YBUS,39165,2.71037037,Middle Sacramento River,2016,SacR,Vemco,Chips,13
3.MJ,2057,5.848368056,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
3.YBUS,36344,6.711539352,Middle Sacramento River,2016,SacR,Vemco,Chips,11
30.MJ,2123,6.781435185,Middle Sacramento River,2012,SacR,Vemco,Chips,13.8
30.YBUS,36444,7.842615741,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.4
300.YBUS,39167,4.226342593,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
301.YBUS,39168,3.2934375,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
302.YBUS,39170,4.667881944,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
303.YBUS,39176,3.724386574,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
304.YBUS,39180,4.699675926,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
305.YBUS,39182,3.099826389,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
306.YBUS,39183,2.891134259,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
307.YBUS,39184,2.05662037,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
308.YBUS,39186,4.071064815,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.2
309.YBUS,39188,2.793680556,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
31.MJ,4764,19.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
31.YBUS,36447,19.86261574,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.4
310.YBUS,39189,5.500451389,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
311.YBUS,39191,4.995648148,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
312.YBUS,39192,3.536180556,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
313.YBUS,39194,3.995844907,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
314.YBUS,39196,2.919513889,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
315.YBUS,39197,2.875729167,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
316.YBUS,39198,2.824293981,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
317.YBUS,39199,2.412002315,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
318.YBUS,39200,7.75787037,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
319.YBUS,39201,3.921782407,Middle Sacramento River,2016,CenDel,Vemco,Chips,12.5
32.MJ,4842,12.99835648,Tidal Delta,2013,Yolo,Vemco,Chips,14.8
32.YBUS,36448,7.96162037,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
320.YBUS,39203,1.868148148,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
321.YBUS,39205,1.933449074,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
322.YBUS,39206,1.897592593,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
323.YBUS,39207,2.371446759,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
324.YBUS,39208,5.24369213,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
325.YBUS,39209,2.191238426,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
326.YBUS,39211,2.06681713,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
327.YBUS,39214,3.135416667,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
328.YBUS,39215,2.066956019,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
329.YBUS,39216,2.74443287,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
33.MJ,4843,24.93550926,Tidal Delta,2013,Yolo,Vemco,Chips,14.8
33.YBUS,36451,9.399733796,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
330.YBUS,39217,5.74630787,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
331.YBUS,39219,4.218703704,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
332.YBUS,39222,4.108587963,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
333.YBUS,39223,5.698611111,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
334.YBUS,39225,8.875717593,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
335.YBUS,39226,1.986979167,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
336.YBUS,39227,1.999756944,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.6
337.YBUS,39228,2.491400463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
338.YBUS,39229,1.982083333,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
339.YBUS,39231,1.979907407,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
34.MJ,4844,8.344560185,Tidal Delta,2013,Yolo,Vemco,Chips,14.8
34.YBUS,36454,6.400474537,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
340.YBUS,39232,2.745532407,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.6
341.YBUS,39233,2.026296296,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
342.YBUS,39234,6.142465278,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
343.YBUS,39236,3.460150463,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
344.YBUS,39238,4.961736111,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
345.YBUS,39239,4.502997685,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
346.YBUS,39240,8.640104167,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
347.YBUS,39242,5.442604167,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
348.YBUS,39243,4.996759259,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
