FishID,TagID,travel_time,Release_Group_SAIL,Year,Route,TagType,tt.grp,River_temp
WR2017-092,593,39.28005516,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-095,594,39.14205301,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-096,595,15.81497681,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-097,596,46.79845453,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-098,597,51.00028229,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-100,598,37.6819662,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-101,599,13.03594337,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-102,600,48.44009074,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-103,601,45.84917066,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-106,602,53.65559233,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-109,603,38.70561501,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-111,604,47.80660802,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-112,605,41.71342714,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-113,606,41.69757874,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-117,607,46.87961669,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-118,608,53.59592171,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-119,609,53.36117617,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-121,610,48.90256108,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-123,611,46.82401942,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-126,612,41.76067869,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-133,613,45.83524419,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-134,614,56.10977828,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-137,615,44.82043087,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-142,616,52.572512,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-150,617,48.49434745,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-152,618,56.14608225,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-153,619,48.00529899,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-155,620,54.67493377,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-158,621,45.8929845,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-160,622,57.19416951,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-168,623,48.86895601,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-175,624,48.10615185,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-178,625,46.90433456,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-180,626,42.20588206,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-187,627,61.47704205,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-188,628,44.86196672,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-189,629,60.06333466,Upper Sacramento River,2017,Yolo,JSATS,Ben.Dec,8.388186
WR2017-201,630,50.51728657,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-204,631,65.56940051,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-206,632,45.86667209,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-207,633,45.33478258,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-221,634,57.21497279,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-223,635,54.74262469,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-226,636,51.0923423,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-228,637,47.74498902,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-229,638,61.9149608,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-231,639,44.90067524,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-235,640,46.83849361,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-240,641,56.77202846,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-245,642,51.13232483,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-249,643,59.73346977,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-250,644,59.76822105,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-257,645,47.99098912,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-259,646,48.53784104,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-264,647,41.17198928,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-266,648,46.79373314,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-272,649,48.91876588,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-284,650,54.04405699,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-287,651,52.11992809,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-290,652,45.9324308,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-294,653,59.73926707,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-297,654,44.35621317,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-299,655,45.94352223,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-300,656,39.74123617,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-301,657,47.96147718,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-303,658,44.80302919,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-312,659,46.97716155,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-316,660,60.88426726,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-324,661,46.73135354,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-334,662,55.21295561,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-335,663,47.03982566,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-336,664,48.55015649,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-338,665,45.121743,Upper Sacramento River,2017,SacR,JSATS,Ben.Dec,8.388186
WR2017-342,666,60.48511392,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-343,667,44.29430652,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-344,668,47.45467279,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-345,669,47.97421655,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-346,670,45.75506027,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-351,671,61.04116856,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-356,672,44.94159056,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-360,673,25.27950433,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-362,674,45.9120205,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-365,675,47.86689602,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-366,676,49.10286627,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-371,677,47.80059845,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-375,678,43.36230271,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-376,679,47.89487181,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-379,680,55.61567928,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-388,681,36.57930336,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-390,682,60.02351999,Upper Sacramento River,2017,Yolo,JSATS,Ben.Dec,8.388186
WR2017-395,683,56.84968051,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-401,684,43.31921343,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-403,685,57.20829317,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-404,686,51.85558936,Upper Sacramento River,2017,SacRSlough,JSATS,Ben.Dec,8.388186
WR2017-405,687,47.81457343,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-406,688,44.27993179,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-411,689,46.00731668,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-419,690,47.84646065,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-420,691,45.87079425,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-424,692,51.15248516,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-427,693,48.88221624,Upper Sacramento River,2017,Yolo,JSATS,Ben.Dec,8.388186
WR2017-428,694,45.13473139,Upper Sacramento River,2017,Yolo,JSATS,Ben.Dec,8.388186
WR2017-430,695,47.83303639,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-432,696,31.79067051,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-433,697,45.72884051,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-434,698,41.66776927,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-439,699,46.78597042,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-440,700,45.74382781,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-441,701,21.56943589,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-442,702,41.77781947,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-445,703,45.77407771,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-446,704,49.10234294,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-448,705,34.17224428,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-450,706,49.52565147,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-451,707,44.90017466,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-452,708,47.04324825,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-456,709,43.2558219,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-457,710,47.72358774,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-458,711,43.77112338,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-459,712,57.6409997,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-463,713,44.78864866,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-464,714,47.01066014,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-466,715,40.76057466,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-467,716,46.50161807,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-468,717,45.34336346,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-469,718,38.18721944,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-471,719,37.69183355,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-472,720,53.05903088,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-474,721,41.74987747,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-476,722,45.85045083,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-477,723,46.96216552,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-478,724,53.72961789,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-479,725,43.8683397,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-480,726,51.13031727,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-484,727,29.95648069,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-487,728,44.35548765,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-488,729,43.85960197,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-493,730,44.90085397,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-494,731,41.2538223,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-498,732,45.94527348,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-499,733,43.86006916,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-501,734,46.93303484,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-503,735,44.39322815,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-504,736,46.83074287,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-505,737,42.72179667,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-506,738,41.68400616,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-507,739,59.69362851,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-508,740,44.95062111,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Chips,8.388186
WR2017-509,741,41.73147218,Upper Sacramento River,2017,SacR,JSATS,Ben.Dec,8.388186
WR2017-511,742,41.25734537,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-512,743,44.78480118,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-515,744,45.32340391,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-517,745,58.65034627,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-519,746,44.9288244,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-520,747,51.67978838,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-524,748,51.62469314,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-525,749,44.30491125,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-532,750,45.95284723,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-535,751,38.11874986,Upper Sacramento River,2017,SacRSlough,JSATS,Chips,8.388186
WR2017-536,752,55.28873788,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-537,753,55.72281244,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-538,754,47.96402259,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-539,755,46.62822407,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-540,756,44.91299708,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-542,757,43.79463834,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
WR2017-545,758,22.20193597,Upper Sacramento River,2017,SacR,JSATS,Ben.Dec,8.388186
WR2017-546,759,32.39709609,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-547,760,38.18314318,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-548,761,47.93611179,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-552,762,46.2316598,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-553,763,46.4672133,Upper Sacramento River,2017,SacR,JSATS,Ben.Dec,8.388186
WR2017-555,764,46.79709214,Upper Sacramento River,2017,CenDel,JSATS,Chips,8.388186
WR2017-562,765,46.22934435,Upper Sacramento River,2017,"Yolo, SacRSlough",JSATS,Ben.Dec,8.388186
WR2017-565,766,56.78125693,Upper Sacramento River,2017,SacR,JSATS,Chips,8.388186
WR2017-569,767,55.10531427,Upper Sacramento River,2017,Yolo,JSATS,Chips,8.388186
