"FishID","TagID","travel_time","Release_Group_SAIL","Year","Route","TagType","tt.grp","SD","rel","end","PDO"
"CFC2017-397",166,12.32033193,"Upper Sacramento River",2017,"SacR","JSATS","Chips",22880.4851866647,2017-04-21,2017-05-04,0.505
"CFC2017-398",167,14.91203066,"Upper Sacramento River",2017,"SacR","JSATS","Chips",16677.0254354766,2017-04-21,2017-05-08,0.505
"CFC2017-401",168,14.99603075,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",15868.0671441691,2017-04-21,2017-05-07,0.505
"CFC2017-408",169,14.36127188,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",37656.4681912223,2017-04-21,2017-05-06,0.505
"CFC2017-413",170,14.98300514,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",36297.2917639324,2017-04-21,2017-05-07,0.505
"CFC2017-415",171,13.29318696,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",17921.0853604301,2017-04-21,2017-05-06,0.505
"CFC2017-428",172,15.46786506,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",24400.5050158669,2017-04-21,2017-05-08,0.505
"CFC2017-430",173,19.6291201,"Upper Sacramento River",2017,"SacR","JSATS","Chips",19225.2249666262,2017-04-21,2017-05-12,0.505
"CFC2017-452",174,13.34871854,"Upper Sacramento River",2017,"SacR","JSATS","Chips",20105.4550323505,2017-04-21,2017-05-06,0.505
"CFC2017-454",175,16.49567334,"Upper Sacramento River",2017,"SacR","JSATS","Chips",27034.1343287807,2017-04-21,2017-05-08,0.505
"CFC2017-455",176,14.46938728,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",33237.4260579375,2017-04-21,2017-05-07,0.505
"CFC2017-458",177,12.15946925,"Upper Sacramento River",2017,"SacRSlough","JSATS","Chips",33473.1490488922,2017-04-21,2017-05-04,0.505
"CFC2017-468",178,14.97349608,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",29797.5817951793,2017-04-21,2017-05-06,0.505
"CFC2017-472",179,13.86079998,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",28519.6457781314,2017-04-21,2017-05-05,0.505
"CFC2017-480",180,11.28934525,"Upper Sacramento River",2017,"SacR","JSATS","Chips",25594.2645488452,2017-04-21,2017-05-04,0.505
"CFC2017-483",181,8.157994063,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",25115.5824486443,2017-04-21,2017-04-30,0.56
"CFC2017-488",182,10.2681961,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",18926.3635981965,2017-04-21,2017-05-01,0.505
"CFC2017-492",183,15.49228259,"Upper Sacramento River",2017,"SacR","JSATS","Chips",27707.4897213242,2017-04-21,2017-05-08,0.505
"CFC2017-499",184,14.24949279,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",39264.7149893313,2017-04-21,2017-05-06,0.505
"CFC2017-503",185,11.81941106,"Upper Sacramento River",2017,"SacR","JSATS","Chips",25201.9837103451,2017-04-21,2017-05-04,0.505
"CFC2017-506",186,14.40632741,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",33654.9138954672,2017-04-21,2017-05-06,0.505
"CFC2017-515",187,14.61987194,"Upper Sacramento River",2017,"SacR","JSATS","Chips",18983.8035134831,2017-04-21,2017-05-08,0.505
"CFC2017-524",188,14.30588352,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",34628.7833352134,2017-04-21,2017-05-06,0.505
"CFC2017-527",189,13.2531599,"Upper Sacramento River",2017,"SacR","JSATS","Chips",21717.8626232136,2017-04-21,2017-05-05,0.505
"CFC2017-529",190,15.03008088,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",13304.2552519847,2017-04-21,2017-05-07,0.505
"CFC2017-538",191,12.2860748,"Upper Sacramento River",2017,"SacR","JSATS","Chips",29014.1751452955,2017-04-21,2017-05-05,0.505
"CFC2017-540",192,13.20576491,"Upper Sacramento River",2017,"SacR","JSATS","Chips",20410.5508991865,2017-04-21,2017-05-05,0.505
"CFC2017-553",193,16.38236907,"Upper Sacramento River",2017,"SacR","JSATS","Chips",20408.1771383274,2017-04-21,2017-05-08,0.505
"CFC2017-554",194,14.93252771,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",21664.2820876549,2017-04-21,2017-05-07,0.505
"CFC2017-557",195,15.97500448,"Upper Sacramento River",2017,"Yolo","JSATS","Chips",23057.4906818381,2017-04-21,2017-05-07,0.505
"CFR2016-007",196,9.210265694,"Upper Sacramento River",2016,"SacRSlough","JSATS","Chips",18070.8627938208,2016-04-07,2016-04-17,1.73
"CFR2016-026",197,13.99006709,"Upper Sacramento River",2016,"CenDel","JSATS","Chips",18967.8411746342,2016-04-07,2016-04-22,1.73
"CFR2016-027",198,10.89675713,"Upper Sacramento River",2016,"SacR","JSATS","Chips",21435.8858670433,2016-04-07,2016-04-19,1.73
"CFR2016-036",199,10.32810395,"Upper Sacramento River",2016,"SacR","JSATS","Chips",20441.9877417604,2016-04-07,2016-04-18,1.73
"CFR2016-055",200,7.160400301,"Upper Sacramento River",2016,"SacR","JSATS","Ben.Dec",25895.6681491115,2016-04-07,2016-04-15,1.73
"CFR2016-056",201,10.397142,"Upper Sacramento River",2016,"SacRSlough, CenDel","JSATS","Chips",19361.1856207224,2016-04-07,2016-04-19,1.73
"CFR2016-090",202,12.36858045,"Upper Sacramento River",2016,"SacR","JSATS","Chips",17624.3084814449,2016-04-07,2016-04-21,1.73
"CFR2016-110",203,10.92070475,"Upper Sacramento River",2016,"SacR","JSATS","Chips",20464.8311385618,2016-04-07,2016-04-19,1.73
"CFR2016-174",205,8.214720023,"Upper Sacramento River",2016,"SacR","JSATS","Chips",23439.2686887127,2016-04-07,2016-04-17,1.73
"CFR2016-199",206,10.3331408,"Upper Sacramento River",2016,"SacR","JSATS","Chips",25537.902390803,2016-04-07,2016-04-19,1.73
"CFR2016-215",207,7.511185671,"Upper Sacramento River",2016,"SacRSlough","JSATS","Chips",27353.7919137505,2016-04-12,2016-04-21,1.73
"CFR2016-232",208,10.9599138,"Upper Sacramento River",2016,"SacR","JSATS","Chips",26469.9773723174,2016-04-12,2016-04-23,1.73
"CFR2016-242",209,7.408067465,"Upper Sacramento River",2016,"SacR","JSATS","Chips",20997.940962038,2016-04-12,2016-04-19,1.73
"CFR2016-244",210,8.946827384,"Upper Sacramento River",2016,"SacRSlough","JSATS","Chips",21641.8094536654,2016-04-12,2016-04-22,1.73
"CFR2016-302",211,8.98358294,"Upper Sacramento River",2016,"SacR","JSATS","Chips",18625.3397851863,2016-04-12,2016-04-22,1.73
"Delta2013-004",212,8.074132193,"Tidal Delta",2013,"CenDel","JSATS","Ben.Ant",9189.4745813571,2013-04-15,2013-04-25,-0.72
"Delta2013-012",213,6.764034728,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",5998.36727930544,2013-04-15,2013-04-24,-0.72
"Delta2013-013",214,7.280385168,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",5226.87301708853,2013-04-15,2013-04-25,-0.72
"Delta2013-016",215,7.974488559,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",8755.19249861059,2013-04-15,2013-04-25,-0.72
"Delta2013-021",216,10.35550813,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",8501.60986252598,2013-04-15,2013-04-26,-0.72
"Delta2013-027",217,12.14682349,"Tidal Delta",2013,"SacRSlough, CenDel","JSATS","Ben.Ant",5856.10061936312,2013-04-15,2013-04-29,-0.72
"Delta2013-033",218,5.574410781,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",6443.66741402479,2013-04-15,2013-04-22,-0.72
"Delta2013-034",219,9.050652546,"Tidal Delta",2013,"CenDel","JSATS","Ben.Ant",8153.69719669837,2013-04-15,2013-04-25,-0.72
"Delta2013-043",220,12.90417132,"Tidal Delta",2013,"CenDel","JSATS","Ben.Ant",9760.2956252273,2013-04-16,2013-04-29,-0.72
"Delta2013-047",221,5.838420191,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",10226.2127678225,2013-04-16,2013-04-22,-0.72
"Delta2013-069",222,4.597998362,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",7481.47212910653,2013-04-16,2013-04-21,-0.72
"Delta2013-071",223,13.588264,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",6623.68493978629,2013-04-16,2013-04-30,-0.72
"Delta2013-075",224,7.647467685,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",10599.2891325382,2013-04-16,2013-04-27,-0.72
"Delta2013-084",225,6.44911125,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",7401.07897412706,2013-04-16,2013-04-23,-0.72
"Delta2013-088",226,5.726424763,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",9222.83309656295,2013-04-16,2013-04-24,-0.72
"Delta2013-104",227,4.035253385,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",8769.95132403316,2013-04-16,2013-04-21,-0.72
"Delta2013-106",228,5.070442147,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",6660.28439418268,2013-04-16,2013-04-22,-0.72
"Delta2013-114",229,3.175560451,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",5770.86450550104,2013-04-16,2013-04-20,-0.72
"Delta2013-115",230,8.549270579,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",9666.47325284232,2013-04-16,2013-04-25,-0.72
"Delta2013-117",231,5.23046923,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",8228.96118182951,2013-04-16,2013-04-23,-0.72
"Delta2013-136",232,7.2920307,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",8758.58151607908,2013-04-16,2013-04-25,-0.72
"Delta2013-144",233,8.463732575,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",3005.89231522908,2013-04-16,2013-04-26,-0.72
"FR-Delta2013-013",768,6.096976557,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",8134.7372067665,2013-04-22,2013-04-30,-0.72
"FR-Delta2013-024",769,6.821662546,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",15115.3291870987,2013-04-23,2013-04-30,-0.72
"FR-Delta2013-028",770,10.37022641,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",5198.85959660203,2013-04-23,2013-05-04,-0.56
"FR-Delta2013-038",771,4.98978636,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",7656.61011057461,2013-04-23,2013-04-29,-0.72
"FR-Delta2013-047",772,9.629292471,"Tidal Delta",2013,"SacR","JSATS","Ben.Dec",9102.57691100599,2013-04-22,2013-05-03,-0.56
"FR-Delta2013-055",773,6.071154115,"Tidal Delta",2013,"SacRSlough, CenDel","JSATS","Ben.Ant",7399.9473652849,2013-04-23,2013-04-30,-0.72
"FR-Delta2013-058",774,14.63038133,"Tidal Delta",2013,"CenDel","JSATS","Ben.Ant",9119.33008405771,2013-04-22,2013-05-08,-0.56
"FR-Delta2013-069",775,6.485178802,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",7568.0860171744,2013-04-23,2013-04-30,-0.72
"FR-Delta2013-076",776,5.048406019,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",9614.58213764755,2013-04-22,2013-04-29,-0.72
"FR-Delta2013-083",777,7.867219751,"Tidal Delta",2013,"CenDel","JSATS","Ben.Dec",8725.00538890559,2013-04-22,2013-05-01,-0.56
"FR-Delta2013-101",778,4.547980255,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",10428.4532163128,2013-04-23,2013-04-30,-0.72
"FR-Delta2013-112",779,5.319604844,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",8420.81452034536,2013-04-23,2013-04-29,-0.72
"FR-Delta2013-116",780,4.528389919,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",6316.59892284516,2013-04-23,2013-04-28,-0.72
"FR-Delta2013-117",781,6.112172882,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",8834.73267556595,2013-04-22,2013-04-29,-0.72
"FR-Delta2013-119",782,7.349693698,"Tidal Delta",2013,"SacRSlough, CenDel","JSATS","Ben.Ant",10391.0218969536,2013-04-23,2013-05-01,-0.56
"FR-Delta2013-132",783,4.6934886,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",8292.38999558996,2013-04-23,2013-04-29,-0.72
"FR-Delta2013-133",784,4.630492824,"Tidal Delta",2013,"SacRSlough","JSATS","Ben.Dec",10051.4341011462,2013-04-22,2013-04-28,-0.72
"FR-Delta2015-194",785,5.696996366,"Tidal Delta",2015,"SacRSlough","JSATS","Ben.Dec",6604.80269114784,2015-04-07,2015-04-14,0.89
"FR-Delta2015-268",786,5.667761644,"Tidal Delta",2015,"SacRSlough","JSATS","Ben.Dec",7775.39814518732,2015-04-07,2015-04-15,0.89
"FR2013-022",234,13.8713502,"Middle Sacramento River",2013,"SacR","JSATS","Ben.Dec",6973.09181965155,2013-04-17,2013-05-02,-0.56
"FR2013-116",235,8.810451736,"Middle Sacramento River",2013,"SacRSlough","JSATS","Ben.Dec",12065.1781533618,2013-04-17,2013-04-27,-0.72
"FR2013-155",236,8.384113056,"Middle Sacramento River",2013,"CenDel","JSATS","Ben.Ant",11534.8422043059,2013-04-18,2013-04-28,-0.72
"FR2013-156",237,11.99513597,"Middle Sacramento River",2013,"CenDel","JSATS","Ben.Ant",9304.80650896511,2013-04-18,2013-05-02,-0.56
"FR2013-172",238,9.212610463,"Middle Sacramento River",2013,"SacRSlough","JSATS","Ben.Dec",6302.08456349488,2013-04-18,2013-04-28,-0.72
"FR2013-175",239,9.450674751,"Middle Sacramento River",2013,"SacRSlough","JSATS","Ben.Dec",9558.69061032672,2013-04-18,2013-04-29,-0.72
"FR2013-193",240,15.78117726,"Middle Sacramento River",2013,"SacRSlough, CenDel","JSATS","Ben.Ant",12203.109201681,2013-04-18,2013-05-06,-0.56
"FR2013-197",241,8.170610845,"Middle Sacramento River",2013,"SacR","JSATS","Ben.Dec",18691.5469908841,2013-04-18,2013-04-27,-0.72
"FR2013-217",242,6.393905619,"Middle Sacramento River",2013,"SacRSlough","JSATS","Ben.Dec",10959.6809346971,2013-04-18,2013-04-25,-0.72
"FR2013-261",243,9.971165029,"Middle Sacramento River",2013,"SacRSlough","JSATS","Ben.Dec",9190.23280904,2013-04-18,2013-04-30,-0.72
"FR2013-279",244,7.686389745,"Middle Sacramento River",2013,"SacR","JSATS","Ben.Dec",8864.79568238266,2013-04-18,2013-04-27,-0.72
"FR2013-280",245,8.948006898,"Middle Sacramento River",2013,"SacR","JSATS","Ben.Dec",10172.9145921365,2013-04-18,2013-04-28,-0.72
"LFC0313",1336,16.22008102,"Upper Sacramento River",2007,"SacR","Vemco","Chips",11794.4622993119,2007-01-31,2007-02-16,-0.7
"LFC0325",1334,15.37766204,"Upper Sacramento River",2007,"SacRSlough","Vemco","Chips",9328.74085212309,2007-01-31,2007-02-15,-0.7
"LFC0346",1299,12.32972222,"Upper Sacramento River",2007,"SacR","Vemco","Chips",27114.7864499839,2007-02-02,2007-02-16,-0.71
"LFC0348",1301,22.20266204,"Upper Sacramento River",2007,"SacR","Vemco","Chips",11818.2084002298,2007-02-02,2007-02-27,-0.71
"LFC0351",1376,16.12559028,"Upper Sacramento River",2007,"CenDel","Vemco","Chips",14580.2052692615,2007-02-02,2007-02-19,-0.71
"LFC0614",15302,24.39206019,"Upper Sacramento River",2008,"SacRSlough, CenDel","Vemco","Chips",18995.9811231644,2007-12-07,2008-01-05,-1.185
"LFC0616",15304,24.53872685,"Upper Sacramento River",2008,"SacR","Vemco","Chips",21366.7041989858,2007-12-07,2008-01-01,-1.185
"LFC0623",15311,34.260625,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",13144.1047696343,2007-12-07,2008-01-15,-1.185
"LFC0627",15315,61.25293981,"Upper Sacramento River",2008,"SacR","Vemco","Chips",16274.0742385907,2007-12-07,2008-02-06,-1.276666667
"LFC0628",15316,29.1734375,"Upper Sacramento River",2008,"SacR","Vemco","Chips",16986.9621333719,2007-12-07,2008-01-09,-1.185
"LFC0635",15323,34.69981481,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",13731.3115018575,2007-12-07,2008-01-22,-1.185
"LFC0640",15328,38.89753472,"Upper Sacramento River",2008,"CenDel","Vemco","Chips",17765.2057035723,2007-12-07,2008-01-20,-1.185
"LFC0649",15337,33.70003472,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",17210.2895076546,2007-12-07,2008-01-12,-1.185
"LFC0653",15341,23.37422454,"Upper Sacramento River",2008,"SacR","Vemco","Chips",21213.7629014367,2007-12-07,2008-01-01,-1.185
"LFC0654",15342,33.21688657,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",13642.3218385536,2007-12-07,2008-01-09,-1.185
"LFC0655",15343,17.2240162,"Upper Sacramento River",2008,"SacR","Vemco","Chips",19979.8926722543,2007-12-07,2007-12-28,-0.87
"LFC0663",15351,34.18380787,"Middle Sacramento River",2008,"SacR","Vemco","Chips",12984.6601802175,2007-12-07,2008-01-17,-1.185
"LFC0666",15354,24.36719907,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",12854.9510805538,2007-12-07,2008-01-19,-1.185
"LFC0678",15366,29.09902778,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",14467.4204142589,2007-12-07,2008-01-08,-1.185
"LFC0685",15373,54.06898148,"Middle Sacramento River",2008,"CenDel","Vemco","Ben.Ant",12809.2065803558,2007-12-07,2008-02-01,-1.276666667
"LFC0687",15375,15.57689815,"Middle Sacramento River",2008,"SacR","Vemco","Chips",19770.1782502082,2007-12-07,2007-12-23,-0.87
"LFC0693",15381,31.27512731,"Middle Sacramento River",2008,"SacR","Vemco","Chips",14944.4898778546,2007-12-07,2008-01-14,-1.185
"LFC0696",15384,19.69577546,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",14205.8051697774,2007-12-07,2008-01-01,-1.185
"LFC0704",15086,38.29783565,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",4604.82765152481,2007-12-07,2008-01-23,-1.185
"LFC0706",15088,24.9246875,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",13934.419733398,2007-12-07,2008-01-07,-1.185
"LFC0724",15106,19.71725694,"Middle Sacramento River",2008,"SacR","Vemco","Chips",19828.8579000299,2007-12-07,2007-12-30,-0.87
"LFC0727",15109,14.27994213,"Middle Sacramento River",2008,"SacR","Vemco","Chips",14306.4620372987,2007-12-07,2007-12-22,-0.87
"LFC0728",15110,67.71568287,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",7481.169320959,2007-12-07,2008-02-15,-1.276666667
"LFC0738",15120,16.46694444,"Middle Sacramento River",2008,"SacR","Vemco","Chips",11163.16685525,2007-12-07,2007-12-29,-0.87
"LFC0741",15123,12.08914352,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",32275.8001188261,2007-12-07,2007-12-27,-0.87
"LFC0746",15128,22.30640046,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",15060.5518530493,2007-12-07,2008-01-03,-1.185
"LFC0747",15129,26.02927083,"Middle Sacramento River",2008,"SacRSlough, CenDel","Vemco","Chips",13752.1790739063,2007-12-07,2008-01-07,-1.185
"LFC0748",15130,32.23446759,"Middle Sacramento River",2008,"SacR","Vemco","Chips",7931.50533253171,2007-12-07,2008-01-14,-1.185
"LFC0760",15142,34.24225694,"Middle Sacramento River",2008,"SacR","Vemco","Chips",13844.1989413518,2007-12-07,2008-01-24,-1.185
"LFC0985",15268,15.04835648,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",39426.0404172518,2008-01-17,2008-02-04,-1.48
"LFC0987",15270,19.18758102,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",16170.2713991772,2008-01-17,2008-02-05,-1.48
"LFC0995",15279,14.16306713,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",14484.6916856186,2008-01-17,2008-03-05,-1.406666667
"LFC1007",15291,21.68538194,"Upper Sacramento River",2008,"SacRSlough, CenDel","Vemco","Chips",23695.9530019527,2008-01-17,2008-02-16,-1.48
"LFC1018",15146,11.19987269,"Upper Sacramento River",2008,"SacR","Vemco","Chips",19170.1268881501,2008-01-17,2008-02-01,-1.48
"LFC1025",15153,14.55640046,"Upper Sacramento River",2008,"SacRSlough","Vemco","Chips",19903.8432926609,2008-01-17,2008-02-03,-1.48
"LFC1027",15155,15.04364583,"Upper Sacramento River",2008,"SacR","Vemco","Chips",23592.11330613,2008-01-17,2008-02-06,-1.48
"LFC1028",15156,15.0691088,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",14101.7844677079,2008-01-17,2008-02-03,-1.48
"LFC1029",15157,17.12465278,"Middle Sacramento River",2008,"SacR","Vemco","Ben.Dec",8350.92639276497,2008-01-17,2008-02-10,-1.48
"LFC1033",15161,34.18234954,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",4334.25836998965,2008-01-17,2008-02-20,-1.48
"LFC1039",15167,12.86840278,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",12386.6694884204,2008-01-17,2008-02-04,-1.48
"LFC1041",15169,18.41866898,"Middle Sacramento River",2008,"SacR","Vemco","Chips",11563.5738968257,2008-01-17,2008-02-05,-1.48
"LFC1044",15172,10.83953704,"Middle Sacramento River",2008,"SacR","Vemco","Chips",10240.9449612284,2008-01-17,2008-01-29,-1.5
"LFC1045",15173,10.30712963,"Middle Sacramento River",2008,"SacR","Vemco","Ben.Dec",13881.6848090439,2008-01-17,2008-02-05,-1.48
"LFC1047",15175,21.96164352,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",19514.3809189519,2008-01-17,2008-02-08,-1.48
"LFC1050",15178,13.62196759,"Middle Sacramento River",2008,"SacR","Vemco","Chips",14872.5112342287,2008-01-17,2008-02-06,-1.48
"LFC1051",15179,19.24108796,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",7534.62502118599,2008-01-17,2008-03-01,-1.406666667
"LFC1052",15180,14.84163194,"Middle Sacramento River",2008,"SacR","Vemco","Chips",15510.7917575009,2008-01-17,2008-02-01,-1.48
"LFC1053",15181,32.17260417,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",18713.5971167397,2008-01-17,2008-02-25,-1.48
"LFC1057",15185,14.19783565,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",12733.8274975541,2008-01-17,2008-02-27,-1.48
"LFC1061",15189,12.20523148,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",16653.8071950277,2008-01-17,2008-02-01,-1.48
"LFC1062",15190,23.718125,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",18178.7204728672,2008-01-17,2008-02-10,-1.48
"LFC1064",15192,13.96100694,"Middle Sacramento River",2008,"SacRSlough, CenDel","Vemco","Chips",14177.5081067776,2008-01-17,2008-02-05,-1.48
"LFC1066",15194,13.98857639,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",9443.27684796813,2008-01-17,2008-02-05,-1.48
"LFC1067",15195,11.58799769,"Middle Sacramento River",2008,"SacR","Vemco","Ben.Dec",14666.3117930054,2008-01-17,2008-01-30,-1.5
"LFC1069",15197,11.9387037,"Middle Sacramento River",2008,"SacR","Vemco","Chips",9588.08169762138,2008-01-17,2008-02-01,-1.48
"LFC1072",15200,22.66930556,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",14408.5860599365,2008-01-17,2008-02-12,-1.48
"LFC1073",15201,21.45130787,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",14705.8742523822,2008-01-17,2008-02-18,-1.48
"LFC1077",15205,28.86396991,"Middle Sacramento River",2008,"SacR","Vemco","Ben.Dec",11755.0790713879,2008-01-17,2008-03-02,-1.406666667
"LFC1079",15207,11.58694444,"Middle Sacramento River",2008,"SacR","Vemco","Chips",13770.8342642396,2008-01-17,2008-01-29,-1.5
"LFC1080",15208,17.14872685,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",11533.9524193614,2008-01-17,2008-02-06,-1.48
"LFC1081",15209,10.84336806,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",15608.402810887,2008-01-17,2008-01-28,-1.5
"LFC1082",15210,12.37365741,"Middle Sacramento River",2008,"SacR","Vemco","Chips",15944.283102251,2008-01-17,2008-02-05,-1.48
"LFC1084",15212,10.84247685,"Middle Sacramento River",2008,"SacR","Vemco","Chips",16907.2987133514,2008-01-17,2008-01-28,-1.5
"LFC1087",15215,13.36287037,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",18509.900226728,2008-01-17,2008-02-02,-1.48
"LFC1091",15219,11.33115741,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",19593.9850949663,2008-01-17,2008-01-31,-1.5
"LFC1093",15221,10.75616898,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",15394.927676707,2008-01-17,2008-01-28,-1.5
"LFC1099",15227,11.2540625,"Middle Sacramento River",2008,"SacR","Vemco","Chips",17202.4481458498,2008-01-17,2008-01-29,-1.5
"LFC1101",15229,11.22894676,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",17856.9871580697,2008-01-17,2008-01-28,-1.5
"LFC1103",15231,11.94815972,"Middle Sacramento River",2008,"SacR","Vemco","Chips",14219.9289514698,2008-01-17,2008-02-01,-1.48
"LFC1106",15234,38.82364583,"Middle Sacramento River",2008,"SacR","Vemco","Chips",9482.17083894357,2008-01-17,2008-03-04,-1.406666667
"LFC1109",15237,14.96159722,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",15385.297618226,2008-01-17,2008-02-07,-1.48
"LFC1113",15241,10.83554398,"Middle Sacramento River",2008,"SacR","Vemco","Chips",13040.9585453888,2008-01-17,2008-01-29,-1.5
"LFC1114",15242,11.50148148,"Middle Sacramento River",2008,"SacR","Vemco","Chips",13471.0203750768,2008-01-17,2008-01-30,-1.5
"LFC1115",15243,8.679016204,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",14713.2794053919,2008-01-17,2008-01-28,-1.5
"LFC1116",15244,11.26113426,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",17505.3990354012,2008-01-17,2008-01-30,-1.5
"LFC1120",15248,13.89134259,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",16136.559562916,2008-01-17,2008-01-31,-1.5
"LFC1122",15250,36.22855324,"Middle Sacramento River",2008,"CenDel","Vemco","Chips",16631.0540977741,2008-01-17,2008-02-22,-1.48
"LFC1124",15252,13.92570602,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",13367.4849717437,2008-01-17,2008-02-05,-1.48
"LFC1126",15254,31.07010417,"Middle Sacramento River",2008,"SacRSlough","Vemco","Chips",14710.7446100402,2008-01-17,2008-02-23,-1.48
"LFC1128",15256,24.20228009,"Middle Sacramento River",2008,"SacR","Vemco","Chips",12889.9724449904,2008-01-17,2008-02-10,-1.48
"LFC1129",15257,10.76952546,"Middle Sacramento River",2008,"SacR","Vemco","Chips",19404.0178897275,2008-01-17,2008-01-28,-1.5
"LFC1495",32162,15.70493056,"Upper Sacramento River",2009,"SacR","Vemco","Chips",18055.4817764836,2008-12-13,2009-01-02,-1.56
"LFC1497",32165,20.328125,"Upper Sacramento River",2009,"SacR","Vemco","Chips",12381.1520413933,2008-12-13,2009-02-24,-1.633333333
"LFC1498",32166,21.94755787,"Upper Sacramento River",2009,"CenDel","Vemco","Chips",13139.5980848175,2008-12-13,2009-01-04,-1.56
"LFC1500",32168,31.23775463,"Upper Sacramento River",2009,"CenDel","Vemco","Chips",13526.1516568534,2008-12-13,2009-01-15,-1.56
